district,sign,address,square,zone,n1,n2,date,stuff,level,floor,state,use,material,complete,area,room,hall,health,compartmented,manage,price,square price,park,park_size,park_price,note,sId
北屯區,房地(土地+建物)+車位,軍福段91~120地號,9.41,商,,,1070926,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,88.76,2,1,1,有,無,5250000,63646,坡道機械,15.7,600000,,RPROMLPKNHOFFBB28CB
北屯區,房地(土地+建物)+車位,軍福段91~120地號,9.41,商,,,1070918,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,86.7,2,1,1,有,無,5030000,61244,坡道機械,13.55,550000,,RPTOMLPKNHOFFBB48CB
北屯區,房地(土地+建物)+車位,軍福段91~120地號,9.41,商,,,1070913,土地1建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,86.7,2,1,1,有,無,5180000,62611,坡道機械,13.55,600000,,RPUOMLPKNHOFFBB58CB
北屯區,房地(土地+建物)+車位,軍福段91~120地號,9.41,商,,,1070712,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,86.7,2,1,1,有,無,5250000,62884,坡道機械,13.55,650000,,RPOPMLPKNHOFFBB08CB
北屯區,房地(土地+建物)+車位,軍福段91~120地號,9.41,商,,,1070926,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,88.85,2,1,1,有,無,4280000,50308,坡道機械,15.7,600000,,RPPPMLPKNHOFFBB18CB
北屯區,房地(土地+建物)+車位,軍福段91~120地號,9.55,商,,,1070523,土地1建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,96.35,2,1,1,有,無,6270000,69993,坡道平面,23.2,1150000,,RPVPMLPKNHOFFBB78CB
北屯區,房地(土地+建物)+車位,軍福段91~120地號,14.61,商,,,1070130,土地1建物1車位1,一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,130.93,3,2,2,有,無,10050000,81479,坡道機械,16.79,750000,,RPPQMLPKNHOFFBB28CB
北屯區,房地(土地+建物)+車位,軍福段91~120地號,14.61,商,,,1071001,土地1建物1車位1,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,129.47,3,2,2,有,無,6750000,53485,坡道機械,13.55,550000,,RPQQMLPKNHOFFBB38CB
北屯區,房地(土地+建物)+車位,軍福段91~120地號,14.61,商,,,1070921,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,129.47,3,2,2,有,無,7000000,55210,坡道機械,13.55,600000,,RPRQMLPKNHOFFBB48CB
北屯區,房地(土地+建物)+車位,軍福段91~120地號,14.75,商,,,1071119,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,137.06,3,2,2,有,無,7630000,56332,坡道平面,21.14,1100000,,RPTQMLPKNHOFFBB68CB
梧棲區,房地(土地+建物)+車位,梧棲段2821~2850地號,0.06,商,,,1070910,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,91.68,2,2,1,有,無,4390000,58377,坡道平面,31.04,850000,,RPWNMLPKNHOFFFB09CB
北屯區,房地(土地+建物)+車位,軍福段91~120地號,14.75,商,,,1070126,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,139.12,3,2,2,有,無,8650000,64268,坡道平面,23.2,1200000,,RPUNMLRKNHOFFBB68CB
北屯區,房地(土地+建物)+車位,軍福段91~120地號,14.75,商,,,1070205,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,139.12,3,2,2,有,無,8770000,65304,坡道平面,23.2,1200000,,RPWNMLRKNHOFFBB88CB
北屯區,房地(土地+建物)+車位,軍福段91~120地號,14.75,商,,,1070921,土地1建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,139.12,3,2,2,有,無,8410000,62629,坡道平面,23.2,1150000,,RPXNMLRKNHOFFBB98CB
北屯區,房地(土地+建物)+車位,軍福段91~120地號,14.75,商,,,1070816,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,139.12,3,2,2,有,無,8460000,62629,坡道平面,23.2,1200000,,RPOOMLRKNHOFFBB18CB
北屯區,房地(土地+建物)+車位,軍福段91~120地號,14.61,商,,,1070426,土地1建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,131.62,3,2,2,有,無,7450000,58661,坡道機械,15.7,650000,,RPPOMLRKNHOFFBB28CB
北屯區,房地(土地+建物)+車位,軍福段91~120地號,14.75,商,,,1070920,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,139.12,3,2,2,有,無,8310000,61767,坡道平面,23.2,1150000,,RPROMLRKNHOFFBB48CB
北屯區,房地(土地+建物)+車位,軍福段91~120地號,14.75,商,,,1071009,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,139.12,3,2,2,有,無,8540000,63320,坡道平面,23.2,1200000,,RPUOMLRKNHOFFBB78CB
北屯區,房地(土地+建物)+車位,軍福段91~120地號,14.33,商,,,1071001,土地1建物1車位1,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,135.79,3,2,2,有,無,7750000,58620,坡道平面,23.2,1150000,,RPWOMLRKNHOFFBB98CB
北屯區,房地(土地+建物)+車位,軍福段91~120地號,14.33,商,,,1070510,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,135.79,3,2,2,有,無,8100000,61728,坡道平面,23.2,1150000,,RPSPMLRKNHOFFBB68CB
北屯區,房地(土地+建物)+車位,軍福段91~120地號,14.19,商,,,1070613,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.14,3,2,2,有,無,7050000,56843,坡道機械,13.55,650000,,RPUPMLRKNHOFFBB88CB
北屯區,房地(土地+建物)+車位,軍福段91~120地號,14.33,商,,,1071018,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,135.79,3,2,2,有,無,7850000,59508,坡道平面,23.2,1150000,,RPWPMLRKNHOFFBB09CB
北屯區,房地(土地+建物)+車位,軍福段91~120地號,14.19,商,,,1070704,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,129.38,3,2,2,有,無,7850000,63061,坡道機械,16.79,750000,,RPXPMLRKNHOFFBB56CB
北屯區,房地(土地+建物),軍福段91~120地號,10.12,商,,,1070427,土地1建物1車位0,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,81.04,2,1,1,有,無,4300000,53060,,0.0,0,,RPOQMLRKNHOFFBB38CB
北屯區,房地(土地+建物)+車位,軍福段91~120地號,10.26,商,,,1070115,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,94.59,2,1,1,有,無,5650000,61698,坡道機械,13.55,650000,,RPPQMLRKNHOFFBB48CB
北屯區,房地(土地+建物)+車位,軍福段91~120地號,10.26,商,,,1070612,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,94.59,2,1,1,有,無,5550000,60464,坡道機械,13.55,650000,,RPQQMLRKNHOFFBB58CB
北屯區,房地(土地+建物)+車位,軍福段91~120地號,10.4,商,,,1070528,土地1建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,102.18,2,1,1,有,無,6650000,68485,坡道平面,21.14,1100000,,RPTQMLRKNHOFFBB88CB
北屯區,房地(土地+建物)+車位,軍福段91~120地號,10.26,商,,,1070620,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,97.83,2,1,1,有,無,5850000,62932,坡道機械,16.79,750000,,RPUQMLRKNHOFFBB98CB
北屯區,房地(土地+建物)+車位,軍福段91~120地號,10.26,商,,,1070523,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,94.59,2,1,1,有,無,5830000,63919,坡道機械,13.55,650000,,RPVQMLRKNHOFFBB09CB
北屯區,房地(土地+建物)+車位,軍福段91~120地號,10.26,商,,,1070927,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,96.74,2,1,1,有,無,5700000,62932,坡道機械,15.7,600000,,RPWQMLRKNHOFFBB56CB
北屯區,房地(土地+建物)+車位,軍福段91~120地號,10.26,商,,,1070612,土地1建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,94.59,2,1,1,有,無,5700000,62932,坡道機械,13.55,600000,,RPXQMLRKNHOFFBB66CB
中和區,房地(土地+建物)+車位,德光段751~780地號,11.48,住,,,1071120,土地1建物1車位1,十七層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.59,2,2,1,有,無,13430000,132091,坡道平面,39.68,1950000,,RPRQMLOKNHOFFHF76CB
中和區,房地(土地+建物)+車位,德光段751~780地號,11.54,住,,,1080211,土地1建物1車位1,三層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,127.06,2,2,1,有,無,13000000,131609,坡道平面,39.68,1500000,,RPTQMLOKNHOFFHF96CB
中和區,房地(土地+建物),德光段751~780地號,11.04,住,,,1080227,土地1建物1車位0,四層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,87.38,2,2,1,有,無,10200000,116732,,0.0,0,,RPUQMLOKNHOFFHF07CB
中和區,房地(土地+建物)+車位,德光段751~780地號,11.54,住,,,1070910,土地1建物1車位1,二層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,127.06,2,2,1,有,無,11380000,113069,坡道平面,39.68,1500000,,RPWQMLOKNHOFFHF27CB
中和區,房地(土地+建物),德光段751~780地號,11.04,住,,,1071123,土地1建物1車位0,九層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,87.38,2,2,1,有,無,10100000,115587,,0.0,0,,RPXQMLOKNHOFFHF37CB
中和區,房地(土地+建物)+車位,德光段751~780地號,11.54,住,,,1080228,土地1建物1車位1,十層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,127.06,2,2,1,有,無,12360000,124285,坡道平面,39.68,1500000,,RPORMLOKNHOFFHF56CB
中和區,房地(土地+建物)+車位,德光段751~780地號,11.54,住,,,1080316,土地1建物1車位1,十三層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,127.06,2,2,1,有,無,12430000,125086,坡道平面,39.68,1500000,,RPPRMLOKNHOFFHF66CB
中和區,房地(土地+建物)+車位,德光段751~780地號,12.04,住,,,1071014,土地1建物1車位2,十五層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,166.74,2,2,1,有,無,14870000,128977,坡道平面,79.36,3600000,,RPRRMLOKNHOFFHF86CB
中和區,房地(土地+建物),德光段751~780地號,11.04,住,,,1071210,土地1建物1車位0,十六層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,87.38,2,2,1,有,無,11220000,128405,,0.0,0,,RPSRMLOKNHOFFHF96CB
中和區,房地(土地+建物)+車位,德光段751~780地號,11.54,住,,,1080317,土地1建物1車位1,十七層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,127.06,2,2,1,有,無,12700000,127031,坡道平面,39.68,1600000,,RPTRMLOKNHOFFHF07CB
中和區,房地(土地+建物)+車位,德光段751~780地號,11.54,住,,,1080314,土地1建物1車位1,十八層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,127.06,2,2,1,有,無,12670000,127260,坡道平面,39.68,1550000,,RPURMLOKNHOFFHF17CB
中和區,房地(土地+建物)+車位,德光段751~780地號,11.54,住,,,1080506,土地1建物1車位1,十九層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,127.06,2,2,1,有,無,12860000,127718,坡道平面,39.68,1700000,,RPXRMLOKNHOFFHF47CB
中和區,房地(土地+建物)+車位,德光段751~780地號,17.74,住,,,1080317,土地1建物1車位1,二十層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,176.13,3,2,2,有,無,20650000,137047,坡道平面,39.68,1950000,,RPOSMLOKNHOFFHF66CB
中和區,房地(土地+建物)+車位,德光段751~780地號,16.42,住,,,1071124,土地1建物1車位1,二十一層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,165.69,3,2,2,有,無,19500000,138878,坡道平面,39.68,2000000,,RPPSMLOKNHOFFHF76CB
中和區,房地(土地+建物)+車位,德光段751~780地號,15.39,住,,,1080309,土地1建物1車位2,二十二層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,193.19,2,2,1,有,無,19100000,137925,坡道平面,79.36,3400000,,RPQSMLOKNHOFFHF86CB
中和區,房地(土地+建物)+車位,德光段751~780地號,11.44,住,,,1070910,土地1建物1車位1,二層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.24,2,2,1,有,無,11380000,114140,坡道平面,39.68,1500000,,RPRSMLOKNHOFFHF96CB
中和區,房地(土地+建物)+車位,德光段751~780地號,11.48,住,,,1071114,土地1建物1車位1,四層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.59,2,2,1,有,無,12000000,119664,坡道平面,39.68,1600000,,RPSSMLOKNHOFFHF07CB
中和區,房地(土地+建物)+車位,德光段751~780地號,11.48,住,,,1070915,土地1建物1車位1,十三層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.59,2,2,1,有,無,13300000,132896,坡道平面,39.68,1750000,,RPTSMLOKNHOFFHF17CB
中和區,房地(土地+建物)+車位,德光段751~780地號,11.48,住,,,1071104,土地1建物1車位1,十四層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.59,2,2,1,有,無,12700000,127718,坡道平面,39.68,1600000,,RPUSMLOKNHOFFHF27CB
中和區,房地(土地+建物)+車位,德光段751~780地號,11.48,住,,,1071014,土地1建物1車位1,十五層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.59,2,2,1,有,無,13580000,134967,坡道平面,39.68,1850000,,RPVSMLOKNHOFFHF37CB
中和區,房地(土地+建物)+車位,德光段751~780地號,11.48,住,,,1071022,土地1建物1車位1,十六層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.59,2,1,1,有,無,13100000,129444,坡道平面,39.68,1850000,,RPWSMLOKNHOFFHF47CB
中和區,房地(土地+建物)+車位,德光段751~780地號,9.37,住,,,1071110,土地1建物1車位2,十八層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,145.6,2,2,1,有,無,13500000,149457,坡道平面,79.36,3600000,,RPXSMLOKNHOFFHF57CB
中和區,房地(土地+建物)+車位,德光段751~780地號,7.3,住,,,1070925,土地1建物1車位1,十九層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,93.51,1,1,1,有,無,10250000,147687,坡道平面,39.68,2300000,,RPPTMLOKNHOFFHF86CB
中和區,房地(土地+建物)+車位,德光段751~780地號,7.15,住,,,1070930,土地1建物1車位1,二十層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,92.28,1,1,1,有,無,9650000,153042,坡道平面,39.68,1600000,,RPRTMLOKNHOFFHF07CB
中和區,房地(土地+建物)+車位,德光段751~780地號,13.14,住,,,1070930,土地1建物1車位1,二十一層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,139.74,3,2,1,有,無,16000000,139416,坡道平面,39.68,2050000,,RPTTMLOKNHOFFHF27CB
中和區,房地(土地+建物)+車位,德光段751~780地號,11.54,住,,,1070930,土地1建物1車位1,二十二層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,127.08,2,2,1,有,無,14250000,141876,坡道平面,39.68,1850000,,RPVTMLOKNHOFFHF47CB
中和區,房地(土地+建物)+車位,德光段751~780地號,10.49,住,,,1071205,土地1建物1車位1,三層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.74,2,2,1,有,無,11000000,120162,坡道平面,39.68,1500000,,RPWTMLOKNHOFFHF57CB
中和區,房地(土地+建物)+車位,德光段751~780地號,10.49,住,,,1080330,土地1建物1車位1,十三層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.74,2,2,1,有,無,12160000,129142,坡道平面,39.68,1950000,,RPQUMLOKNHOFFHF07CB
中和區,房地(土地+建物),德光段751~780地號,9.99,住,,,1080430,土地1建物1車位0,十五層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,79.06,2,2,1,有,無,10240000,129522,,0.0,0,,RPRUMLOKNHOFFHF17CB
中和區,房地(土地+建物)+車位,德光段751~780地號,10.49,住,,,1080502,土地1建物1車位1,十六層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.74,2,2,1,有,無,12400000,132811,坡道平面,39.68,1900000,,RPSUMLOKNHOFFHF27CB
中和區,房地(土地+建物)+車位,德光段751~780地號,10.49,住,,,1080420,土地1建物1車位1,十七層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.74,2,2,1,有,無,12550000,134075,坡道平面,39.68,1950000,,RPQVMLOKNHOFFHF17CB
中和區,房地(土地+建物)+車位,德光段751~780地號,9.49,住,,,1070921,土地1建物1車位1,十八層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,110.8,2,2,1,有,無,12400000,153262,坡道平面,39.68,1500000,,RPRVMLOKNHOFFHF27CB
中和區,房地(土地+建物),德光段751~780地號,7.62,住,,,1070809,土地1建物1車位0,十九層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,60.33,2,2,1,有,無,9480000,157136,,0.0,0,,RPSVMLOKNHOFFHF37CB
中和區,車位,德光段751~780地號,0.5,住,,,1080408,土地1建物0車位1,,24,其他,停車空間,鋼筋混凝土造,,39.68,0,0,0,有,無,1850000,,坡道平面,39.68,1850000,,RPUVMLOKNHOFFHF57CB
中和區,房地(土地+建物)+車位,德光段751~780地號,7.15,住,,,1070930,土地1建物1車位1,二十層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,92.28,1,1,1,有,無,9650000,153042,坡道平面,39.68,1600000,,RPVVMLOKNHOFFHF67CB
中和區,房地(土地+建物)+車位,德光段751~780地號,11.19,住,,,1071004,土地1建物1車位1,二層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,124.26,2,2,1,有,無,11800000,121778,坡道平面,39.68,1500000,,RPWVMLOKNHOFFHF77CB
中和區,房地(土地+建物)+車位,德光段751~780地號,10.49,住,,,1070810,土地1建物1車位1,三層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.74,2,2,1,有,無,11100000,120162,坡道平面,39.68,1600000,,RPXVMLOKNHOFFHF87CB
中和區,房地(土地+建物)+車位,德光段751~780地號,10.49,住,,,1070919,土地1建物1車位1,四層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.74,2,2,1,有,無,11900000,125854,坡道平面,39.68,1950000,,RPOWMLOKNHOFFHF07CB
中和區,房地(土地+建物)+車位,德光段751~780地號,10.49,住,,,1070807,土地1建物1車位1,十一層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.74,2,2,1,有,無,12280000,133190,坡道平面,39.68,1750000,,RPRWMLOKNHOFFHF37CB
中和區,房地(土地+建物)+車位,德光段751~780地號,10.49,住,,,1071110,土地1建物1車位1,十二層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.74,2,2,1,有,無,11840000,130154,坡道平面,39.68,1550000,,RPSWMLOKNHOFFHF47CB
中和區,房地(土地+建物)+車位,德光段751~780地號,10.49,住,,,1080420,土地1建物1車位1,十四層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.74,2,2,1,有,無,12000000,129648,坡道平面,39.68,1750000,,RPUWMLOKNHOFFHF67CB
中和區,房地(土地+建物)+車位,德光段751~780地號,10.49,住,,,1080421,土地1建物1車位1,十六層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.74,2,2,1,有,無,12230000,130028,坡道平面,39.68,1950000,,RPVWMLOKNHOFFHF77CB
中和區,房地(土地+建物)+車位,德光段751~780地號,10.49,住,,,1071025,土地1建物1車位1,十七層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.74,2,2,1,有,無,12570000,133063,坡道平面,39.68,2050000,,RPWWMLOKNHOFFHF87CB
中和區,房地(土地+建物)+車位,德光段751~780地號,9.49,住,,,1070727,土地1建物1車位1,十八層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,110.79,2,2,1,有,無,12880000,153706,坡道平面,39.68,1950000,,RPXWMLOKNHOFFHF97CB
中和區,房地(土地+建物)+車位,德光段751~780地號,8.13,住,,,1070905,土地1建物1車位1,十九層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,100.02,2,2,1,有,無,11280000,154624,坡道平面,39.68,1950000,,RPONNLOKNHOFFHF88CB
中和區,房地(土地+建物)+車位,德光段751~780地號,14.65,住,,,1080312,土地1建物1車位1,二十層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,151.69,3,2,1,有,無,17800000,142398,坡道平面,39.68,1850000,,RPPNNLOKNHOFFHF98CB
中和區,房地(土地+建物)+車位,德光段751~780地號,15.88,住,,,1070813,土地1建物1車位1,十八層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,161.4,3,2,2,有,無,19800000,147470,坡道平面,39.68,1850000,,RPQNNLOKNHOFFHF09CB
中和區,房地(土地+建物)+車位,德光段751~780地號,13.49,住,,,1071014,土地1建物1車位1,十九層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,143.53,3,2,1,有,無,16820000,143187,坡道平面,39.68,1950000,,RPRNNLOKNHOFFHF56CB
中和區,房地(土地+建物)+車位,德光段751~780地號,18.08,住,,,1070910,土地1建物1車位1,三層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,178.82,3,2,2,有,無,17560000,114705,坡道平面,39.68,1600000,,RPTNNLOKNHOFFHF76CB
中和區,房地(土地+建物)+車位,德光段751~780地號,14.34,住,,,1070809,土地1建物1車位1,八層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,149.25,3,2,1,有,無,15390000,122661,坡道平面,39.68,1950000,,RPUNNLOKNHOFFHF86CB
中和區,房地(土地+建物)+車位,德光段751~780地號,14.8,住,,,1070730,土地1建物1車位1,十一層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,152.9,3,2,1,有,無,15660000,122858,坡道平面,39.68,1750000,,RPVNNLOKNHOFFHF96CB
中和區,房地(土地+建物)+車位,德光段751~780地號,14.8,住,,,1071207,土地1建物1車位1,十五層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,152.9,3,2,1,有,無,15480000,122593,坡道平面,39.68,1600000,,RPXNNLOKNHOFFHF17CB
中和區,房地(土地+建物),德光段751~780地號,14.3,住,,,1071207,土地1建物1車位0,十六層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,113.22,3,2,1,有,無,13880000,122593,,0.0,0,,RPOONLOKNHOFFHF98CB
中和區,房地(土地+建物)+車位,德光段751~780地號,14.8,住,,,1080123,土地1建物1車位1,十七層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,152.9,3,2,1,有,無,15800000,122328,坡道平面,39.68,1950000,,RPPONLOKNHOFFHF09CB
中和區,房地(土地+建物)+車位,德光段751~780地號,14.8,住,,,1080108,土地1建物1車位1,十八層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,152.9,3,2,1,有,無,15750000,121887,坡道平面,39.68,1950000,,RPQONLOKNHOFFHF56CB
中和區,房地(土地+建物),德光段751~780地號,14.3,住,,,1080227,土地1建物1車位0,十九層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,113.22,3,2,1,有,無,14200000,125420,,0.0,0,,RPRONLOKNHOFFHF66CB
中和區,房地(土地+建物)+車位,德光段751~780地號,14.8,住,,,1080312,土地1建物1車位1,二十層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,152.9,3,2,1,有,無,16150000,124536,坡道平面,39.68,2050000,,RPSONLOKNHOFFHF76CB
中和區,房地(土地+建物),德光段751~780地號,14.3,住,,,1080310,土地1建物1車位0,二十一層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,113.22,3,2,1,有,無,14210000,125508,,0.0,0,,RPTONLOKNHOFFHF86CB
中和區,房地(土地+建物)+車位,德光段751~780地號,14.8,住,,,1080407,土地1建物1車位1,二十二層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,152.9,3,2,1,有,無,16100000,125861,坡道平面,39.68,1850000,,RPUONLOKNHOFFHF96CB
中和區,房地(土地+建物)+車位,德光段751~780地號,14.8,住,,,1080308,土地1建物1車位1,二十四層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,152.9,3,2,1,有,無,16000000,127628,坡道平面,39.68,1550000,,RPWONLOKNHOFFHF17CB
中和區,房地(土地+建物)+車位,德光段751~780地號,10.9,住,,,1070910,土地1建物1車位1,二層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,121.98,2,2,1,有,無,10900000,114216,坡道平面,39.68,1500000,,RPPNMLPKNHOFFHF98CB
中和區,房地(土地+建物)+車位,德光段751~780地號,10.49,住,,,1071127,土地1建物1車位1,四層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.74,2,2,1,有,無,11350000,121427,坡道平面,39.68,1750000,,RPSNMLPKNHOFFHF66CB
中和區,房地(土地+建物)+車位,德光段751~780地號,10.49,住,,,1071203,土地1建物1車位1,十層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.74,2,2,1,有,無,11450000,124589,坡道平面,39.68,1600000,,RPVNMLPKNHOFFHF96CB
中和區,房地(土地+建物),德光段751~780地號,9.99,住,,,1080202,土地1建物1車位0,十一層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,79.06,2,2,1,有,無,10000000,126486,,0.0,0,,RPWNMLPKNHOFFHF07CB
中和區,房地(土地+建物),德光段751~780地號,9.99,住,,,1080212,土地1建物1車位0,十二層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,79.06,2,2,1,有,無,10220000,129269,,0.0,0,,RPPOMLPKNHOFFHF09CB
中和區,車位,德光段751~780地號,0.5,住,,,1070910,土地1建物0車位1,,24,其他,停車空間,鋼筋混凝土造,,39.68,0,0,0,有,無,1500000,,坡道平面,39.68,1500000,,RPWOMLPKNHOFFHF17CB
中和區,房地(土地+建物)+車位,德光段751~780地號,18.0,住,,,1070806,土地1建物1車位1,十七層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,178.19,3,2,2,有,無,20000000,130316,坡道平面,39.68,1950000,,RPPPMLPKNHOFFHF56CB
中和區,房地(土地+建物)+車位,德光段751~780地號,10.49,住,,,1080414,土地1建物1車位1,十五層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.74,2,2,1,有,無,12250000,130281,坡道平面,39.68,1950000,,RPRPMLPKNHOFFHF76CB
