district,sign,address,square,zone,n1,n2,date,stuff,level,floor,state,use,material,complete,area,room,hall,health,compartmented,manage,price,square price,park,park_size,park_price,note,sId
中壢區,房地(土地+建物)+車位,青芝段91~120地號,15.62,住,,,1060927,土地1建物1車位1,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.11,2,2,1,有,無,8420000,84586,坡道平面,34.3,1500000,,RPVNMLQKNHOFFBH66CB
中壢區,房地(土地+建物)+車位,青芝段91~120地號,15.62,住,,,1070202,土地1建物1車位1,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,111.35,2,2,1,有,無,7980000,80430,坡道平面,29.54,1400000,,RPWNMLQKNHOFFBH76CB
中壢區,房地(土地+建物)+車位,青芝段91~120地號,27.59,住,,,1070223,土地1建物1車位1,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,182.51,3,2,2,有,無,13250000,77466,坡道平面,29.54,1400000,,RPXNMLQKNHOFFBH86CB
中壢區,房地(土地+建物)+車位,青芝段91~120地號,27.59,住,,,1070226,土地1建物1車位1,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,187.27,3,2,2,有,無,13400000,77793,坡道平面,34.3,1500000,,RPOOMLQKNHOFFBH68CB
中壢區,房地(土地+建物)+車位,青芝段91~120地號,15.62,住,,,1070623,土地1建物1車位1,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.11,2,2,1,有,無,7800000,79452,坡道平面,34.3,1300000,,RPPOMLQKNHOFFBH78CB
中壢區,房地(土地+建物)+車位,青芝段91~120地號,15.62,住,,,1070513,土地1建物1車位1,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,111.35,2,2,1,有,無,8180000,85320,坡道平面,29.54,1200000,,RPQOMLQKNHOFFBH88CB
中壢區,房地(土地+建物)+車位,青芝段91~120地號,15.62,住,,,1070406,土地1建物1車位1,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.11,2,2,1,有,無,8180000,81653,坡道平面,34.3,1500000,,RPROMLQKNHOFFBH98CB
中壢區,房地(土地+建物)+車位,青芝段91~120地號,15.62,住,,,1060927,土地1建物1車位1,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.11,2,2,1,有,無,8460000,85075,坡道平面,34.3,1500000,,RPSOMLQKNHOFFBH09CB
中壢區,房地(土地+建物)+車位,青芝段91~120地號,27.94,住,,,1070610,土地1建物1車位1,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,190.4,3,2,2,有,無,13600000,77514,坡道平面,34.3,1500000,,RPTOMLQKNHOFFBH56CB
中壢區,房地(土地+建物)+車位,青芝段91~120地號,27.94,住,,,1070727,土地1建物1車位1,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,190.4,3,2,2,有,無,13500000,78155,坡道平面,34.3,1300000,,RPUOMLQKNHOFFBH66CB
中壢區,房地(土地+建物)+車位,青芝段91~120地號,28.12,住,,,1061205,土地1建物1車位2,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,224.7,3,2,2,有,無,15180000,78027,坡道平面,68.6,3000000,,RPVOMLQKNHOFFBH76CB
中壢區,房地(土地+建物)+車位,青芝段91~120地號,27.94,住,,,1070222,土地1建物1車位1,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,190.4,3,2,2,有,無,13500000,76874,坡道平面,34.3,1500000,,RPWOMLQKNHOFFBH86CB
中壢區,房地(土地+建物)+車位,青芝段91~120地號,27.94,住,,,1070117,土地1建物1車位1,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,190.4,3,2,2,有,無,13780000,78668,坡道平面,34.3,1500000,,RPXOMLQKNHOFFBH96CB
中壢區,房地(土地+建物)+車位,青芝段91~120地號,22.04,住,,,1061014,土地1建物1車位1,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.33,3,2,2,有,無,10900000,75982,坡道平面,34.3,1400000,,RPOPMLQKNHOFFBH78CB
中壢區,房地(土地+建物)+車位,青芝段91~120地號,15.62,住,,,1061122,土地1建物1車位1,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.11,2,2,1,有,無,8000000,81897,坡道平面,34.3,1300000,,RPPPMLQKNHOFFBH88CB
中壢區,房地(土地+建物)+車位,青芝段91~120地號,27.59,住,,,1070722,土地1建物1車位1,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,187.27,3,2,2,有,無,14320000,83807,坡道平面,34.3,1500000,,RPQPMLQKNHOFFBH98CB
中壢區,房地(土地+建物)+車位,青芝段91~120地號,22.04,住,,,1061116,土地1建物1車位1,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.33,3,2,2,有,無,11100000,76782,坡道平面,34.3,1500000,,RPRPMLQKNHOFFBH09CB
中壢區,房地(土地+建物)+車位,青芝段91~120地號,14.23,住,,,1070713,土地1建物1車位1,二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,110.02,2,2,1,有,無,7000000,75277,坡道平面,34.3,1300000,,RPSPMLQKNHOFFBH56CB
中壢區,房地(土地+建物)+車位,青芝段91~120地號,14.23,住,,,1061214,土地1建物1車位1,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,105.26,2,2,1,有,無,6690000,72504,坡道平面,29.54,1200000,,RPTPMLQKNHOFFBH66CB
中壢區,房地(土地+建物)+車位,青芝段91~120地號,14.23,住,,,1060925,土地1建物1車位1,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,105.26,2,2,1,有,無,6890000,73825,坡道平面,29.54,1300000,,RPUPMLQKNHOFFBH76CB
中壢區,房地(土地+建物)+車位,青芝段91~120地號,14.23,住,,,1060918,土地1建物1車位1,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,110.02,2,2,1,有,無,7000000,73957,坡道平面,34.3,1400000,,RPVPMLQKNHOFFBH86CB
中壢區,房地(土地+建物)+車位,青芝段91~120地號,22.04,住,,,1070623,土地1建物1車位1,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.33,3,2,2,有,無,10550000,72383,坡道平面,34.3,1500000,,RPWPMLQKNHOFFBH96CB
中壢區,房地(土地+建物)+車位,青芝段91~120地號,14.23,住,,,1061121,土地1建物1車位1,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,110.02,2,2,1,有,無,7200000,76598,坡道平面,34.3,1400000,,RPXPMLQKNHOFFBH07CB
中壢區,房地(土地+建物)+車位,青芝段91~120地號,14.23,住,,,1061020,土地1建物1車位1,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,105.26,2,2,1,有,無,7080000,76334,坡道平面,29.54,1300000,,RPOQMLQKNHOFFBH88CB
中壢區,房地(土地+建物)+車位,青芝段91~120地號,14.23,住,,,1061021,土地1建物1車位1,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,105.26,2,2,1,有,無,7080000,76334,坡道平面,29.54,1300000,,RPPQMLQKNHOFFBH98CB
中壢區,房地(土地+建物)+車位,青芝段91~120地號,22.04,住,,,1070722,土地1建物1車位1,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.33,3,2,2,有,無,11420000,79341,坡道平面,34.3,1500000,售價包含裝潢或家電。,RPQQMLQKNHOFFBH09CB
中壢區,房地(土地+建物)+車位,青芝段91~120地號,14.23,住,,,1061018,土地1建物1車位1,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,105.26,2,2,1,有,無,7100000,77919,坡道平面,29.54,1200000,,RPSQMLQKNHOFFBH66CB
中壢區,房地(土地+建物)+車位,青芝段91~120地號,14.23,住,,,1061014,土地1建物1車位1,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,105.26,2,2,1,有,無,7150000,77258,坡道平面,29.54,1300000,,RPTQMLQKNHOFFBH76CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,42.93,住,,,1070421,土地1建物1車位1,二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,215.2,4,2,2,有,無,13830000,65725,坡道平面,26.84,1450000,,RPSNMLQKNHOFFGH86CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,42.93,住,,,1070120,土地1建物1車位1,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,215.2,4,2,2,有,無,13940000,66309,坡道平面,26.84,1450000,,RPTNMLQKNHOFFGH96CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,42.93,住,,,1070124,土地1建物1車位1,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,215.2,4,2,2,有,無,13990000,66575,坡道平面,26.84,1450000,,RPUNMLQKNHOFFGH07CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,42.93,住,,,1070313,土地1建物1車位1,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,215.2,4,2,2,有,無,15240000,73742,坡道平面,26.84,1350000,,RPVNMLQKNHOFFGH17CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,43.13,住,,,1061118,土地1建物1車位2,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,242.04,4,2,2,有,無,12880000,52984,坡道平面,53.68,2900000,,RPWNMLQKNHOFFGH27CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,43.13,住,,,1061109,土地1建物1車位2,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,242.04,4,2,2,有,無,15460000,71353,坡道平面,53.68,2020000,,RPXNMLQKNHOFFGH37CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,42.93,住,,,1070203,土地1建物1車位1,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,215.2,4,2,2,有,無,15530000,74750,坡道平面,26.84,1450000,,RPOOMLQKNHOFFGH56CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,42.93,住,,,1070121,土地1建物1車位1,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,215.2,4,2,2,有,無,13890000,66044,坡道平面,26.84,1450000,,RPPOMLQKNHOFFGH66CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,43.13,住,,,1061224,土地1建物1車位2,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,242.04,4,2,2,有,無,12800000,57231,坡道平面,53.68,2020000,,RPQOMLQKNHOFFGH76CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,42.93,住,,,1070110,土地1建物1車位1,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,215.2,4,2,2,有,無,11850000,55479,坡道平面,26.84,1400000,,RPROMLQKNHOFFGH86CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,43.13,住,,,1070204,土地1建物1車位2,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,242.04,4,2,2,有,無,15940000,73901,坡道平面,53.68,2020000,,RPSOMLQKNHOFFGH96CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,19.95,住,,,1070309,土地1建物1車位1,二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,113.87,2,2,1,有,無,7870000,74917,坡道平面,26.84,1350000,,RPTOMLQKNHOFFGH07CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,19.85,住,,,1061029,土地1建物1車位1,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,113.44,2,2,1,有,無,6230000,56351,坡道平面,26.84,1350000,,RPUOMLQKNHOFFGH17CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,20.43,住,,,1060917,土地1建物1車位1,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,115.98,2,2,1,有,無,7120000,64730,坡道平面,26.84,1350000,,RPVOMLQKNHOFFGH27CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,20.43,住,,,1061216,土地1建物1車位1,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,115.98,2,2,1,有,無,7760000,71909,坡道平面,26.84,1350000,,RPWOMLQKNHOFFGH37CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,20.43,住,,,1061125,土地1建物1車位1,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,115.98,2,2,1,有,無,7950000,74041,坡道平面,26.84,1350000,,RPXOMLQKNHOFFGH47CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,20.43,住,,,1070210,土地1建物1車位1,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,115.98,2,2,1,有,無,7870000,72022,坡道平面,26.84,1450000,,RPOPMLQKNHOFFGH66CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,20.43,住,,,1061128,土地1建物1車位1,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,115.98,2,2,1,有,無,7620000,70339,坡道平面,26.84,1350000,,RPPPMLQKNHOFFGH76CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,20.43,住,,,1070419,土地1建物1車位1,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,115.98,2,2,1,有,無,8280000,76621,坡道平面,26.84,1450000,,RPQPMLQKNHOFFGH86CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,21.23,住,,,1061227,土地1建物1車位5,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,223.34,2,2,1,有,無,11080000,75724,坡道平面,134.2,4330000,,RPRPMLQKNHOFFGH96CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,20.43,住,,,1070110,土地1建物1車位1,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,115.98,2,2,1,有,無,6500000,57213,坡道平面,26.84,1400000,,RPSPMLQKNHOFFGH07CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,20.43,住,,,1070312,土地1建物1車位1,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,115.98,2,2,1,有,無,7600000,68993,坡道平面,26.84,1450000,,RPTPMLQKNHOFFGH17CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,29.38,住,,,1070409,土地1建物1車位1,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.36,3,2,2,有,無,10050000,66916,坡道平面,26.84,1450000,,RPUPMLQKNHOFFGH27CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,30.2,住,,,1070503,土地1建物1車位1,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.11,3,2,2,有,無,10700000,70689,坡道平面,26.84,1350000,,RPVPMLQKNHOFFGH37CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,30.2,住,,,1070505,土地1建物1車位1,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.11,3,2,2,有,無,8600000,54812,坡道平面,26.84,1350000,,RPWPMLQKNHOFFGH47CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,30.2,住,,,1070514,土地1建物1車位1,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.11,3,2,2,有,無,10800000,70689,坡道平面,26.84,1450000,,RPXPMLQKNHOFFGH57CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,30.2,住,,,1061224,土地1建物1車位1,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.11,3,2,2,有,無,10680000,70538,坡道平面,26.84,1350000,,RPOQMLQKNHOFFGH76CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,30.2,住,,,1061022,土地1建物1車位1,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.11,3,2,2,有,無,9280000,59953,坡道平面,26.84,1350000,,RPPQMLQKNHOFFGH86CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,30.2,住,,,1061026,土地1建物1車位1,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.11,3,2,2,有,無,9500000,61616,坡道平面,26.84,1350000,,RPQQMLQKNHOFFGH96CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,30.2,住,,,1070320,土地1建物1車位1,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.11,3,2,2,有,無,11200000,74469,坡道平面,26.84,1350000,,RPRQMLQKNHOFFGH07CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,30.2,住,,,1070427,土地1建物1車位1,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.11,3,2,2,有,無,8950000,57458,坡道平面,26.84,1350000,,RPSQMLQKNHOFFGH17CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,30.2,住,,,1070319,土地1建物1車位1,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.11,3,2,2,有,無,10780000,71294,坡道平面,26.84,1350000,,RPTQMLQKNHOFFGH27CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,29.38,住,,,1061019,土地1建物1車位1,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.36,3,2,2,有,無,10310000,69717,坡道平面,26.84,1350000,,RPUQMLQKNHOFFGH37CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,30.2,住,,,1061118,土地1建物1車位1,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.11,3,2,2,有,無,9760000,63582,坡道平面,26.84,1350000,,RPVQMLQKNHOFFGH47CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,30.2,住,,,1061013,土地1建物1車位1,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.11,3,2,2,有,無,10960000,71898,坡道平面,26.84,1450000,,RPWQMLQKNHOFFGH57CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,30.2,住,,,1061022,土地1建物1車位1,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.11,3,2,2,有,無,10390000,68345,坡道平面,26.84,1350000,,RPXQMLQKNHOFFGH67CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,30.2,住,,,1060920,土地1建物1車位1,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.11,3,2,2,有,無,9350000,59726,坡道平面,26.84,1450000,,RPORMLQKNHOFFGH86CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,30.2,住,,,1061022,土地1建物1車位1,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.11,3,2,2,有,無,10730000,70916,坡道平面,26.84,1350000,,RPPRMLQKNHOFFGH96CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,30.2,住,,,1060831,土地1建物1車位1,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.11,3,2,2,有,無,9350000,60482,坡道平面,26.84,1350000,,RPQRMLQKNHOFFGH07CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,30.4,住,,,1061105,土地1建物1車位2,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,185.95,3,2,2,有,無,10300000,55946,坡道平面,53.68,2900000,,RPRRMLQKNHOFFGH17CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,30.2,住,,,1070413,土地1建物1車位1,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.11,3,2,2,有,無,10880000,72050,坡道平面,26.84,1350000,,RPSRMLQKNHOFFGH27CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,30.2,住,,,1070520,土地1建物1車位1,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.11,3,2,2,有,無,11040000,73259,坡道平面,26.84,1350000,,RPTRMLQKNHOFFGH37CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,19.95,住,,,1061231,土地1建物1車位1,二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,113.87,2,2,1,有,無,8000000,75261,坡道平面,26.84,1450000,,RPURMLQKNHOFFGH47CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,19.85,住,,,1060905,土地1建物1車位1,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,113.44,2,2,1,有,無,7840000,74942,坡道平面,26.84,1350000,,RPVRMLQKNHOFFGH57CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,20.43,住,,,1060916,土地1建物1車位1,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,115.98,2,2,1,有,無,7560000,69666,坡道平面,26.84,1350000,,RPWRMLQKNHOFFGH67CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,20.43,住,,,1061002,土地1建物1車位1,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,115.98,2,2,1,有,無,7360000,67422,坡道平面,26.84,1350000,,RPXRMLQKNHOFFGH77CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,20.43,住,,,1061001,土地1建物1車位1,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,115.98,2,2,1,有,無,6500000,57774,坡道平面,26.84,1350000,,RPOSMLQKNHOFFGH96CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,20.43,住,,,1061112,土地1建物1車位1,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,115.98,2,2,1,有,無,7980000,74377,坡道平面,26.84,1350000,,RPPSMLQKNHOFFGH07CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,20.43,住,,,1061022,土地1建物1車位1,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,115.98,2,2,1,有,無,6650000,58335,坡道平面,26.84,1450000,,RPQSMLQKNHOFFGH17CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,20.43,住,,,1070324,土地1建物1車位1,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,115.98,2,2,1,有,無,7780000,72134,坡道平面,26.84,1350000,,RPRSMLQKNHOFFGH27CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,20.43,住,,,1070506,土地1建物1車位1,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,115.98,2,2,1,有,無,7860000,71909,坡道平面,26.84,1450000,,RPSSMLQKNHOFFGH37CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,20.43,住,,,1061104,土地1建物1車位1,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,115.98,2,2,1,有,無,7420000,68095,坡道平面,26.84,1350000,,RPTSMLQKNHOFFGH47CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,43.01,住,,,1061231,土地1建物1車位1,二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,215.53,4,2,2,有,無,15070000,72182,坡道平面,26.84,1450000,,RPUSMLQKNHOFFGH57CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,43.21,住,,,1061002,土地1建物1車位2,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,242.37,4,2,2,有,無,15210000,69108,坡道平面,53.68,2170000,,RPVSMLQKNHOFFGH67CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,43.01,住,,,1061117,土地1建物1車位1,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,215.53,4,2,2,有,無,14120000,67677,坡道平面,26.84,1350000,,RPWSMLQKNHOFFGH77CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,43.21,住,,,1061008,土地1建物1車位2,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,242.37,4,2,2,有,無,16260000,75468,坡道平面,53.68,2020000,,RPXSMLQKNHOFFGH87CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,43.01,住,,,1061111,土地1建物1車位1,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,215.53,4,2,2,有,無,12350000,58297,坡道平面,26.84,1350000,,RPOTMLQKNHOFFGH07CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,43.01,住,,,1060925,土地1建物1車位1,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,215.53,4,2,2,有,無,12500000,59092,坡道平面,26.84,1350000,,RPPTMLQKNHOFFGH17CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,43.01,住,,,1070217,土地1建物1車位1,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,215.53,4,2,2,有,無,15120000,72447,坡道平面,26.84,1450000,,RPQTMLQKNHOFFGH27CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,43.01,住,,,1061228,土地1建物1車位1,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,215.53,4,2,2,有,無,14280000,67995,坡道平面,26.84,1450000,,RPRTMLQKNHOFFGH37CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,43.01,住,,,1070205,土地1建物1車位1,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,215.53,4,2,2,有,無,15000000,71811,坡道平面,26.84,1450000,,RPSTMLQKNHOFFGH47CB
平鎮區,房地(土地+建物)+車位,廣西段691~720地號,43.21,住,,,1061013,土地1建物1車位2,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,242.37,4,2,2,有,無,15480000,67730,坡道平面,53.68,2700000,,RPTTMLQKNHOFFGH57CB
新竹市,房地(土地+建物),香村段421~450地號,226.16,其他,山坡地保育區,丙種建築用地,1080113,土地6建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,190.33,4,2,3,有,無,10320000,54222,,0.0,0,全棟交易,RPPQMLOKNHOFFAO76CB
新竹市,房地(土地+建物),香村段391~420地號,207.99,其他,山坡地保育區,丙種建築用地,1080201,土地6建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,189.52,4,2,3,有,無,10620000,56036,,0.0,0,全棟交易,RPQQMLOKNHOFFAO86CB
新竹市,房地(土地+建物),香村段421~450地號,236.85,其他,山坡地保育區,丙種建築用地,1071231,土地6建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,171.61,4,2,3,有,無,11080000,64565,,0.0,0,全棟交易,RPRQMLOKNHOFFAO96CB
新竹市,房地(土地+建物),香村段421~450地號,218.25,其他,山坡地保育區,丙種建築用地,1071228,土地6建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,190.42,4,2,3,有,無,10300000,54091,,0.0,0,"協力廠商,全棟交易",RPSQMLOKNHOFFAO07CB
新竹市,房地(土地+建物),香村段421~450地號,212.35,其他,山坡地保育區,丙種建築用地,1080309,土地6建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,190.33,4,2,3,有,無,10080000,52961,,0.0,0,全棟交易,RPTQMLOKNHOFFAO17CB
新竹市,房地(土地+建物),香村段241~270地號,231.1,其他,山坡地保育區,丙種建築用地,1080115,土地7建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,199.58,4,2,3,有,無,11440000,57320,,0.0,0,全棟交易,RPUQMLOKNHOFFAO27CB
