title,paiming,recommend_price,uri,hotel_address,avg_rating,comment_count,offical_img_uri,facility,room,agoda_price
兄弟大飯店,"台北排名第 86 的超值住宿地點，共 1,201 家","NT$5,448",https://www.tripadvisor.com.tw/Hotel_Review-g13806900-d308653-Reviews-Brother_Hotel_Taipei-Songshan_Taipei.html,南京東路三段255號,4.0,515,https://media-cdn.tripadvisor.com/media/photo-s/11/90/4a/c8/caption.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 客房服務, 冰箱, 平板電視","免費停車, 免費高速上網 (WiFi), 酒吧/酒廊, 機場接送, 提供上網服務的商務中心, 宴會廳, 禮賓服務, 禁菸飯店, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 餐廳, 提供早餐, 自助式早餐, 會議室, 乾洗服務, 洗衣服務",
台北馥敦-馥寓,"台北排名第 87 的超值住宿地點，共 1,201 家","NT$3,100",https://www.tripadvisor.com.tw/Hotel_Review-g13806900-d633449-Reviews-Taipei_Fullerton_Hotel_Maison_North-Songshan_Taipei.html,松山區復興北路315號,4.0,213,https://media-cdn.tripadvisor.com/media/photo-s/0e/4e/ba/43/hotel-exterior.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 迷你吧, 冰箱, 平板電視","免費停車, 免費高速上網 (WiFi), 有健身房的健身中心, 免費早餐, 機場接送, 會議設施, 會議室, 禮賓服務, 停車, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 提供早餐, 自助式早餐, 禁菸飯店, 乾洗服務, 洗衣服務","NT$3,500"
蜂巢旅店,"台北排名第 88 的超值住宿地點，共 1,201 家","NT$3,195",https://www.tripadvisor.com.tw/Hotel_Review-g13806451-d4134607-Reviews-Bee_House_Taipei_Station_Branch-Datong_Taipei.html,大同區太原路57號,4.5,1538,https://media-cdn.tripadvisor.com/media/photo-s/09/b8/ff/b0/deluxe-triple-room-single-beds--v.jpg,,,
町記憶旅店,"台北排名第 89 的超值住宿地點，共 1,201 家","NT$3,243",https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d6366729-Reviews-Cho_Hotel-Wanhua_Taipei.html,昆明街119號,4.5,429,https://media-cdn.tripadvisor.com/media/photo-s/15/26/5f/0d/caption.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 冰箱, 平板電視","免費高速上網 (WiFi), 免費網際網路, 無線網路, 提供早餐, 兒童活動 (適合兒童/家庭), 禮賓服務, 禁菸飯店, 自助式洗衣, 公用無線網路, 網際網路","NT$3,425"
台北北門窩泊旅,"台北排名第 90 的超值住宿地點，共 1,201 家","NT$2,059",https://www.tripadvisor.com.tw/Hotel_Review-g13806451-d10541961-Reviews-Beimen_Wow_Poshtel-Datong_Taipei.html,大同區太原路92巷2-1號,4.5,155,https://media-cdn.tripadvisor.com/media/photo-s/0b/e1/a7/3b/getlstd-property-photo.jpg,"禁菸客房, 家庭房, 空調設施, 小廚房","免費高速上網 (WiFi), 免費網際網路, 無線網路, 免費早餐, 機場接送, 禁菸飯店, 洗衣服務, 自助式洗衣, 公用無線網路, 網際網路","NT$2,165"
太空艙旅店衡陽館,"台北排名第 91 的超值住宿地點，共 1,201 家","NT$2,000",https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d6987800-Reviews-Space_Inn_Hengyang_Branch-Zhongzheng_District_Taipei.html,衡陽路51號B1,4.5,293,https://media-cdn.tripadvisor.com/media/photo-s/06/d0/68/d0/caption.jpg,"禁菸客房, 家庭房, 空調設施, 小廚房","免費高速上網 (WiFi), 免費網際網路, 無線網路, 網際網路, 禁菸飯店, 洗衣服務, 自助式洗衣","NT$1,991"
丹迪旅店 – 大安森林公園店 ,"台北排名第 92 的超值住宿地點，共 1,201 家",NT$655,https://www.tripadvisor.com.tw/Hotel_Review-g13811269-d1411424-Reviews-Dandy_Hotel_Daan_Park_Branch-Da_an_Taipei.html,大安區信義路三段33號,4.5,1611,https://media-cdn.tripadvisor.com/media/photo-s/0f/16/ec/34/caption.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 房務, 保險箱, 冰箱, 平板電視","停車, 免費高速上網 (WiFi), 免費早餐, 機場接送, 禮賓服務, 禁菸飯店, 乾洗服務, 洗衣服務, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 提供早餐, 自助式早餐, 自助式洗衣",NT$585
台灣青旅膠囊旅店,"台北排名第 93 的超值住宿地點，共 1,201 家","NT$1,987",https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d11704833-Reviews-Taiwan_Youth_Hostel_Capsule_Hotel-Zhongzheng_District_Taipei.html,中正區青島西路11號B1,5.0,258,https://media-cdn.tripadvisor.com/media/photo-s/0d/8d/3d/77/caption.jpg,"禁菸客房, 空調設施, 小廚房, 微波爐","免費高速上網 (WiFi), 免費網際網路, 無線網路, 免費早餐, 禮賓服務, 禁菸飯店, 洗衣服務, 自助式洗衣, 公用無線網路, 網際網路","NT$2,078"
旅樂序精品旅館-站前三館,"台北排名第 94 的超值住宿地點，共 1,201 家",NT$948,https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d8493751-Reviews-Hotel_Relax_3-Zhongzheng_District_Taipei.html,中正區懷寧街34號,4.5,1305,https://media-cdn.tripadvisor.com/media/photo-s/08/a8/1f/bb/sign-board.jpg,,,
台北君悅酒店,"台北排名第 95 的超值住宿地點，共 1,201 家","NT$2,194",https://www.tripadvisor.com.tw/Hotel_Review-g13808515-d306447-Reviews-Grand_Hyatt_Taipei-Xinyi_District_Taipei.html,信義區松壽路2號,4.5,3420,https://media-cdn.tripadvisor.com/media/photo-s/18/62/e6/1e/exterior.jpg,"禁菸客房, 套房, 空調設施, 房務, 客房服務, 保險箱, 迷你吧, 平板電視","停車, 免費高速上網 (WiFi), 游泳池, 有健身房的健身中心, 酒吧/酒廊, 夜店/ DJ, 機場接送, 提供上網服務的商務中心, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 桑拿, 成人游泳池, 室外游泳池, 溫水游泳池, 餐廳, 提供早餐, 自助式早餐, 游泳池畔酒吧, 會議設施, 宴會廳, 會議室, 禮賓服務, 禁菸飯店, 管家服務, 乾洗服務, 洗衣服務",
台北西門町意舍,"台北排名第 96 的超值住宿地點，共 1,201 家","NT$6,349",https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d2347774-Reviews-Amba_Taipei_Ximending-Wanhua_Taipei.html,武昌街二段77號1樓、5樓-10樓,4.5,934,https://media-cdn.tripadvisor.com/media/photo-s/12/cf/10/21/newly-refurbished-medium.jpg,"禁菸客房, 家庭房, 空調設施, 房務, 衣櫃/壁櫥, 迷你吧, 第四台/衛星電視, 步入式淋浴間, 瓶裝水, 衣架, 喚醒服務/鬧鐘, 平板電視, 免費衛浴用品, 吹風機","現場付費公共停車場, 免費高速上網 (WiFi), 酒吧/酒廊, 嬰兒推車, 包車, 傳真/影印, 禮賓服務, 禁菸飯店, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 咖啡館, 餐廳, 自助式早餐, 免費提供茶, 雨傘, 烘衣機, 乾洗服務, 洗衣服務, 自助式洗衣, 洗衣機",
台北萬豪酒店,"台北排名第 97 的超值住宿地點，共 1,201 家","NT$3,760",https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d7840139-Reviews-Taipei_Marriott_Hotel-Zhongshan_District_Taipei.html,中山區樂群二路199號,4.5,698,https://media-cdn.tripadvisor.com/media/photo-s/18/00/58/4a/exterior.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 房務, 客房服務, 迷你吧, 平板電視","免費停車, 免費高速上網 (WiFi), 游泳池, 有健身房的健身中心, 酒吧/酒廊, 兒童可享免費住宿, 機場接送, 提供上網服務的商務中心, 停車, 免費網際網路, 無線網路, 付費網際網路, 網際網路, 屋頂游泳池, 室外游泳池, 溫水游泳池, 餐廳, 自助式早餐, 會議設施, 宴會廳, 會議室, Spa, 禮賓服務, 禁菸飯店, 乾洗服務, 洗衣服務","NT$3,995"
清翼居采風館,"台北排名第 98 的超值住宿地點，共 1,201 家","NT$3,279",https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d8715382-Reviews-Morwing_Hotel_Culture_Vogue-Zhongzheng_District_Taipei.html,南陽街8號5樓,4.5,385,https://media-cdn.tripadvisor.com/media/photo-s/16/44/a1/b0/caption.jpg,,,
丹迪旅店 - 天津店,"台北排名第 99 的超值住宿地點，共 1,201 家","NT$6,296",https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d1066078-Reviews-Dandy_Hotel_Tianjin_Branch-Zhongshan_District_Taipei.html,中山區天津街70號,4.5,1065,https://media-cdn.tripadvisor.com/media/photo-s/0d/b8/ff/e2/caption.jpg,"禁菸客房, 家庭房, 空調設施, 私人陽台, 冰箱, 平板電視","免費高速上網 (WiFi), 免費網際網路, 免費早餐, 機場接送, 禮賓服務, 禁菸飯店, 乾洗服務, 洗衣服務, 無線網路, 公用無線網路, 網際網路, 餐廳, 提供早餐, 自助式早餐, 自助式洗衣","NT$6,812"
台北W飯店,"台北排名第 100 的超值住宿地點，共 1,201 家","NT$1,389",https://www.tripadvisor.com.tw/Hotel_Review-g13808515-d1879542-Reviews-W_Taipei-Xinyi_District_Taipei.html,忠孝東路五段10號 Metro Station: Taipei City Hall - Exit 2,4.5,3366,https://media-cdn.tripadvisor.com/media/photo-s/18/93/43/dc/exterior.jpg,,,"NT$1,403"
永安棧,"台北排名第 101 的超值住宿地點，共 1,201 家","NT$1,978",https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d3654334-Reviews-WESTGATE_Hotel-Wanhua_Taipei.html,中華路一段150號,4.5,2033,https://media-cdn.tripadvisor.com/media/photo-s/03/d0/45/9c/caption.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 房務, 客房服務, 迷你吧, 平板電視, 保險箱, 冰箱","免費高速上網 (WiFi), 有健身房的健身中心, 免費早餐, 提供上網服務的商務中心, 會議設施, 禮賓服務, 禁菸飯店, 乾洗服務, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 酒吧/酒廊, 餐廳, 提供早餐, 自助式早餐, 會議室, 洗衣服務, 自助式洗衣","NT$2,078"
悠逸行旅,"台北排名第 102 的超值住宿地點，共 1,201 家","NT$8,957",https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d9755670-Reviews-Uinn_Travel_Hostel-Zhongzheng_District_Taipei.html,重慶南路三段38號,4.5,1061,https://media-cdn.tripadvisor.com/media/photo-s/0a/9a/68/bf/caption.jpg,,,"NT$9,000"
台北中山逸林酒店,"台北排名第 103 的超值住宿地點，共 1,201 家","NT$4,129",https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d15661515-Reviews-DoubleTree_by_Hilton_Taipei_Zhongshan-Zhongshan_District_Taipei.html,中山北路一段123號,4.5,123,https://media-cdn.tripadvisor.com/media/photo-s/17/82/8a/b1/doubletree-by-hilton.jpg,"禁菸客房, 套房, 家庭房, 客房服務","免費網際網路, 有健身房的健身中心, 酒吧/酒廊, 機場接送, 提供上網服務的商務中心, 會議設施, 禮賓服務, 禁菸飯店, 無線網路, 公用無線網路, 付費無線網路, 付費網際網路, 網際網路, 餐廳, 提供早餐, 會議室, 乾洗服務, 洗衣服務","NT$4,155"
旅樂序精品旅館 站前一館,"台北排名第 104 的超值住宿地點，共 1,201 家","NT$1,732",https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d4023040-Reviews-Hotel_Relax_I-Zhongzheng_District_Taipei.html,中正區館前路8號11樓,4.5,1380,https://media-cdn.tripadvisor.com/media/photo-s/06/90/3c/60/caption.jpg,,,NT$779
亞都麗緻大飯店,"台北排名第 105 的超值住宿地點，共 1,201 家","NT$5,359",https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d300627-Reviews-The_Landis_Taipei-Zhongshan_District_Taipei.html,民權東路二段41號,4.5,989,https://media-cdn.tripadvisor.com/media/photo-s/08/76/ac/01/caption.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 房務, 客房服務, 迷你吧, 平板電視, 冰箱","免費停車, 免費高速上網 (WiFi), 有健身房的健身中心, 酒吧/酒廊, 機場接送, 提供上網服務的商務中心, 會議設施, Spa, 停車, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 餐廳, 自助式早餐, 宴會廳, 會議室, 禮賓服務, 禁菸飯店, 乾洗服務, 洗衣服務",
天玥泉會館,"台北排名第 106 的超值住宿地點，共 1,201 家","NT$2,447",https://www.tripadvisor.com.tw/Hotel_Review-g13806427-d3935003-Reviews-Beitou_Hot_Spring_Resort_Tian_Yue_Quan-Beitou_Taipei.html,北投區中山路3號,4.0,308,https://media-cdn.tripadvisor.com/media/photo-s/03/e8/3c/39/caption.jpg,"禁菸客房, 套房, 空調設施, 冰箱, 平板電視","免費停車, 免費高速上網 (WiFi), 浴缸, 免費早餐, 會議設施, 宴會廳, 禮賓服務, 乾洗服務, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 餐廳, 自助式早餐, 會議室, 洗衣服務",
柯達大飯店 台北松江,"台北排名第 107 的超值住宿地點，共 1,201 家","NT$3,740",https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d5121967-Reviews-K_Hotel_Songjiang-Zhongshan_District_Taipei.html,中山區松江路251號,4.5,175,https://media-cdn.tripadvisor.com/media/photo-s/13/c4/73/90/caption.jpg,"禁菸客房, 家庭房, 空調設施, 冰箱, 平板電視","免費高速上網 (WiFi), 免費網際網路, 免費早餐, 自助式早餐, 機場接送, 提供上網服務的商務中心, 禁菸飯店, 洗衣服務, 無線網路, 公用無線網路, 網際網路","NT$4,612"
方舟旅店 - 東門館,"台北排名第 108 的超值住宿地點，共 1,201 家","NT$3,863",https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d4583280-Reviews-ARK_Hotel_Dongmen-Zhongzheng_District_Taipei.html,信義路二段255號,4.5,246,https://media-cdn.tripadvisor.com/media/photo-s/04/8b/d0/79/caption.jpg,,,
台北馥華商旅松江館,"台北排名第 109 的超值住宿地點，共 1,201 家","NT$2,578",https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d1526865-Reviews-Forward_Hotel_Taipei_Songjiang_Branch-Zhongshan_District_Taipei.html,中山區一江街3號,4.0,245,https://media-cdn.tripadvisor.com/media/photo-s/16/1f/f7/b8/caption.jpg,,,"NT$2,597"
金來商旅,"台北排名第 110 的超值住宿地點，共 1,201 家","NT$1,540",https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d658760-Reviews-Royal_Biz_Taipei-Zhongzheng_District_Taipei.html,"中正區金山南路一段71號 Zhongzheng Dist., Taipei City",4.5,442,https://media-cdn.tripadvisor.com/media/photo-s/09/2d/05/b3/deluxe-king-room--v9185541.jpg,"城市景觀, 禁菸客房, 套房, 浴袍, 空調設施, 保險箱, 迷你吧, 平板電視, 家庭房, 電話, 衣櫃/壁櫥, 瓶裝水, 衣架, 熨斗, 私人浴室, 喚醒服務/鬧鐘, 冰箱, 電熱水壺, 浴缸/淋浴間, 免費衛浴用品, 吹風機","附近有付費私人停車場, 免費高速上網 (WiFi), 有健身房的健身中心, 免費早餐, 機場接送, 提供上網服務的商務中心, 會議設施, 24 小時保全, 停車, 免費網際網路, 無線網路, 網際網路, 餐廳, 自助式早餐, 適合兒童的自助餐, 包車, 計程車服務, 會議室, 禮賓服務, 外幣兌換服務, 禁菸飯店, 急救箱, 24 小時辦理入住, 24 小時服務櫃台, 快速辦理入住/退房, 乾洗服務, 洗衣服務",
華泰瑞舍,"台北排名第 111 的超值住宿地點，共 1,201 家","NT$2,259",https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d2153570-Reviews-Gloria_Residence-Zhongshan_District_Taipei.html,林森北路359號,4.5,370,https://media-cdn.tripadvisor.com/media/photo-s/08/02/f0/5b/gloria.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 客房服務, 小廚房, 微波爐, 平板電視, 迷你吧, 冰箱","免費停車, 免費高速上網 (WiFi), 游泳池, 有健身房的健身中心, 自助式早餐, 機場接送, 提供上網服務的商務中心, 禮賓服務, 停車, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 室內游泳池, 禁菸飯店, 乾洗服務, 洗衣服務","NT$2,597"
台北官邸飯店,"台北排名第 112 的超值住宿地點，共 1,201 家","NT$2,709",https://www.tripadvisor.com.tw/Hotel_Review-g13806879-d1443190-Reviews-Grandee_Taipei_Resort-Shilin_Taipei.html,士林區文林路102號,4.0,236,https://media-cdn.tripadvisor.com/media/photo-s/18/66/b1/52/exterior.jpg,,,"NT$2,987"
璞漣商旅台北車站館,"台北排名第 113 的超值住宿地點，共 1,201 家","NT$3,752",https://www.tripadvisor.com.tw/Hotel_Review-g13806451-d6613131-Reviews-Hotel_Puri_Taipei_Station_Branch-Datong_Taipei.html,大同區華陰街46號3樓,4.0,301,https://media-cdn.tripadvisor.com/media/photo-s/0b/b0/90/63/hotel-puri-taipei-station.jpg,,,"NT$4,072"
卡樂町旅店,"台北排名第 114 的超值住宿地點，共 1,201 家","NT$2,891",https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d6622206-Reviews-Colormix_Hotel_Hostel-Wanhua_Taipei.html,萬華區內江街55巷22號,4.5,324,https://media-cdn.tripadvisor.com/media/photo-s/11/4a/1c/92/colormix-hotel-hostel.jpg,"禁菸客房, 家庭房, 空調設施, 微波爐, 冰箱","免費高速上網 (WiFi), 免費網際網路, 無線網路, 公用無線網路, 網際網路, 禁菸飯店, 自助式洗衣","NT$2,758"
天閣酒店 - 台北南西,"台北排名第 115 的超值住宿地點，共 1,201 家","NT$1,039",https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d659162-Reviews-THE_Tango_Taipei_NanShi-Zhongshan_District_Taipei.html,中山區南京西路3號,4.5,462,https://media-cdn.tripadvisor.com/media/photo-s/0d/c7/c1/fa/caption.jpg,"禁菸客房, 套房, 空調設施, 保險箱, 微波爐, 迷你吧, 冰箱, 平板電視","免費高速上網 (WiFi), 浴缸, 免費早餐, 提供上網服務的商務中心, Spa, 禮賓服務, 禁菸飯店, 乾洗服務, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 餐廳, 自助式早餐, 洗衣服務","NT$1,688"
台北東京國際飯店,"台北排名第 116 的超值住宿地點，共 1,201 家","NT$1,364",https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d1605452-Reviews-Tokyo_International_Hotel-Zhongshan_District_Taipei.html,中山區長春路39號,4.5,567,https://media-cdn.tripadvisor.com/media/photo-s/09/cc/20/a8/lobby--v9187923.jpg,,,"NT$1,403"
台北發現青年旅舍,"台北排名第 117 的超值住宿地點，共 1,201 家","NT$3,039",https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d8695328-Reviews-Taipei_Discover_Hostel-Zhongshan_District_Taipei.html,民權東路二段21號5樓,5.0,83,https://media-cdn.tripadvisor.com/media/photo-s/0b/1d/0c/12/taipei-discover-hostel.jpg,"禁菸客房, 空調設施, 小廚房","免費高速上網 (WiFi), 免費網際網路, 免費早餐, 會議室, 禮賓服務, 禁菸飯店, 洗衣服務, 自助式洗衣, 無線網路, 公用無線網路, 網際網路","NT$3,283"
慶泰飯店,"台北排名第 118 的超值住宿地點，共 1,201 家","NT$3,071",https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d455558-Reviews-Taipei_Gala_Hotel-Zhongshan_District_Taipei.html,松江路186號,4.0,529,https://media-cdn.tripadvisor.com/media/photo-s/0d/e0/d8/ca/caption.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 客房服務, 迷你吧, 冰箱, 平板電視","免費停車, 免費高速上網 (WiFi), 餐廳, 機場接送, 提供上網服務的商務中心, 會議設施, 禮賓服務, 禁菸飯店, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 提供早餐, 自助式早餐, 宴會廳, 會議室, 乾洗服務, 洗衣服務, 自助式洗衣","NT$2,976"
宏都金殿大飯店,"台北排名第 119 的超值住宿地點，共 1,201 家",,https://www.tripadvisor.com.tw/Hotel_Review-g13811269-d1219793-Reviews-Hotel_HD_Palace_Taipei-Da_an_Taipei.html,安和路二段100號,4.0,333,https://media-cdn.tripadvisor.com/media/photo-s/08/99/41/91/caption.jpg,,,
Solo Singer 旅館,"台北排名第 120 的超值住宿地點，共 1,201 家",,https://www.tripadvisor.com.tw/Hotel_Review-g13806427-d3454140-Reviews-Solo_Singer_Hotel-Beitou_Taipei.html,北投區溫泉路21巷7號,5.0,189,https://media-cdn.tripadvisor.com/media/photo-s/0b/40/1b/1b/solo-singer-life--v11414534.jpg,"禁菸客房, 套房, 家庭房, 空調設施","免費高速上網 (WiFi), 免費網際網路, 無線網路, 公用無線網路, 網際網路, 免費早餐, 禮賓服務, 禁菸飯店","NT$2,238"
歐華酒店,"台北排名第 121 的超值住宿地點，共 1,201 家","NT$3,760",https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d306458-Reviews-The_Riviera_Hotel-Zhongshan_District_Taipei.html,林森北路646號,4.5,898,https://media-cdn.tripadvisor.com/media/photo-s/17/89/89/b9/caption.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 客房服務, 迷你吧, 冰箱, 平板電視","免費停車, 免費高速上網 (WiFi), 有健身房的健身中心, 酒吧/酒廊, 機場接送, 提供上網服務的商務中心, 會議設施, 禮賓服務, 停車, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 餐廳, 自助式早餐, 巴士接駁服務, 宴會廳, 會議室, 禁菸飯店, 乾洗服務, 洗衣服務","NT$3,995"
宏都金殿大飯店,"台北排名第 122 的超值住宿地點，共 1,201 家","NT$3,097",https://www.tripadvisor.com.tw/Hotel_Review-g13811269-d1219793-Reviews-Hotel_HD_Palace_Taipei-Da_an_Taipei.html,安和路二段100號,4.0,333,https://media-cdn.tripadvisor.com/media/photo-s/08/99/41/91/caption.jpg,"禁菸客房, 套房, 空調設施, 沙發, 電話, 冰箱, 平板電視, 免費衛浴用品, 衣櫃/壁櫥, 瓶裝水, 衣架, 私人浴室, 喚醒服務/鬧鐘, 吹風機","現場付費私人停車場, 免費高速上網 (WiFi), 提供早餐, 機場接送, 提供上網服務的商務中心, 傳真/影印, 禮賓服務, 禁菸飯店, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 自助式早餐, 乾洗服務, 洗衣服務","NT$3,896"
華泰王子大飯店,"台北排名第 123 的超值住宿地點，共 1,201 家","NT$2,667",https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d301400-Reviews-GLORIA_PRINCE_HOTEL_Taipei-Zhongshan_District_Taipei.html,中山區林森北路369號,4.0,496,https://media-cdn.tripadvisor.com/media/photo-s/13/68/7a/1d/exterior-view.jpg,,,
建山大旅社,"台北排名第 124 的超值住宿地點，共 1,201 家","NT$2,330",https://www.tripadvisor.com.tw/Hotel_Review-g13806451-d9570810-Reviews-Jian_Shan_Hotel-Datong_Taipei.html,大同區歸綏街182號,4.5,108,https://media-cdn.tripadvisor.com/media/photo-s/0a/29/de/04/caption.jpg,"禁菸客房, 空調設施, 冰箱, 平板電視","免費高速上網 (WiFi), 免費網際網路, 無線網路, 網際網路, 禁菸飯店","NT$2,640"
台北燦路都飯店,"台北排名第 125 的超值住宿地點，共 1,201 家","NT$1,084",https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d478062-Reviews-Hotel_Sunroute_Taipei-Zhongshan_District_Taipei.html,中山區民權東路一段9號,4.0,455,https://media-cdn.tripadvisor.com/media/photo-s/16/a7/4c/83/caption.jpg,,,
太空艙-信義館,"台北排名第 126 的超值住宿地點，共 1,201 家","NT$2,222",https://www.tripadvisor.com.tw/Hotel_Review-g13808515-d11918208-Reviews-Space_Inn_Xinyi-Xinyi_District_Taipei.html,信義區光復南路549號,4.5,59,https://media-cdn.tripadvisor.com/media/photo-s/0e/1f/25/03/caption.jpg,,,"NT$2,245"
悠逸行旅,"台北排名第 127 的超值住宿地點，共 1,201 家","NT$4,385",https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d9755670-Reviews-Uinn_Travel_Hostel-Zhongzheng_District_Taipei.html,重慶南路三段38號,4.5,1061,https://media-cdn.tripadvisor.com/media/photo-s/0a/9a/68/bf/caption.jpg,"禁菸客房, 空調設施, 平板電視","免費高速上網 (WiFi), 免費網際網路, 無線網路, 網際網路, 免費早餐, 禁菸飯店, 洗衣服務, 自助式洗衣","NT$4,675"
敘美行旅,"台北排名第 128 的超值住宿地點，共 1,201 家",NT$736,https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d8634966-Reviews-Beauty_Hotels_Taipei_Hotel_B7_Journey-Zhongzheng_District_Taipei.html,重慶南路一段94號,4.5,229,https://media-cdn.tripadvisor.com/media/photo-s/09/09/5a/a2/standard-twin-room.jpg,"禁菸客房, 套房, 空調設施, 迷你吧, 冰箱, 平板電視","免費高速上網 (WiFi), 免費網際網路, 無線網路, 餐廳, 提供早餐, 禁菸飯店, 乾洗服務, 洗衣服務, 公用無線網路, 網際網路",
台北青年國際旅館,"台北排名第 129 的超值住宿地點，共 1,201 家","NT$1,732",https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d307869-Reviews-Y_Hotel_Taipei-Zhongzheng_District_Taipei.html,中正區許昌街19號,4.0,270,https://media-cdn.tripadvisor.com/media/photo-s/0b/99/13/0f/y-hotel-taipei.jpg,"禁菸客房, 家庭房, 空調設施, 冰箱, 平板電視","免費高速上網 (WiFi), 免費網際網路, 餐廳, 會議設施, 會議室, 禁菸飯店, 乾洗服務, 洗衣服務, 無線網路, 網際網路, 自助式洗衣",NT$779
台北官邸飯店,"台北排名第 130 的超值住宿地點，共 1,201 家","NT$1,339",https://www.tripadvisor.com.tw/Hotel_Review-g13806879-d1443190-Reviews-Grandee_Taipei_Resort-Shilin_Taipei.html,士林區文林路102號,4.0,236,https://media-cdn.tripadvisor.com/media/photo-s/18/66/b1/52/exterior.jpg,,,
台北中山雅樂軒酒店,"台北排名第 131 的超值住宿地點，共 1,201 家","NT$1,973",https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d8859127-Reviews-Aloft_Taipei_Zhongshan-Zhongshan_District_Taipei.html,中山區雙城街1號,4.5,448,https://media-cdn.tripadvisor.com/media/photo-s/0d/c5/00/76/aloft-taipei-zhongshan.jpg,,,
華泰瑞舍,"台北排名第 132 的超值住宿地點，共 1,201 家","NT$2,891",https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d2153570-Reviews-Gloria_Residence-Zhongshan_District_Taipei.html,林森北路359號,4.5,370,https://media-cdn.tripadvisor.com/media/photo-s/08/02/f0/5b/gloria.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 客房服務, 小廚房, 微波爐, 平板電視, 迷你吧, 冰箱","免費停車, 免費高速上網 (WiFi), 游泳池, 有健身房的健身中心, 自助式早餐, 機場接送, 提供上網服務的商務中心, 禮賓服務, 停車, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 室內游泳池, 禁菸飯店, 乾洗服務, 洗衣服務","NT$2,758"
福泰桔子商務旅館 - 開封店,"台北排名第 133 的超值住宿地點，共 1,201 家","NT$4,150",https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d1020693-Reviews-Orange_Hotel_Kaifong-Zhongzheng_District_Taipei.html,中正區開封街一段41號,4.0,219,https://media-cdn.tripadvisor.com/media/photo-s/0d/fe/dc/99/caption.jpg,,,"NT$4,150"
