title,paiming,uri,lat,lng,recommend_price,hotel_address,hotel_star,hotel_city,hotel_section,price_range,avg_rating,comment_count,offical_img_uri,facility,room,gmap_lat,gmap_lng,agoda_price
高雄商旅,高雄排名第 81 的超值住宿地點，共 680 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806674-d1523647-Reviews-Urban_Hotel_33-Lingya_Kaohsiung.html,22.622398376464844,120.28585052490234,"NT$1,340",新興區民族二路33號,3.5,高雄,苓雅,"NT$1,608 - NT$2,629",4.0,158,https://media-cdn.tripadvisor.com/media/photo-s/0d/59/68/99/p-20161012-135359-largejpg.jpg,"免費停車, 免費高速上網 (WiFi), 有健身房的健身中心, 免費早餐, 提供上網服務的商務中心, 會議室, 禮賓服務, 禁菸飯店, 免費網際網路, 無線網路, 網際網路, 餐廳, 自助式早餐, 乾洗服務, 洗衣服務","禁菸客房, 套房, 家庭房, 空調設施, 客房服務, 冰箱",22.629795,120.3132,
泓揚精緻商旅 - 竹,高雄排名第 82 的超值住宿地點，共 680 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808513-d7271308-Reviews-Bamboo_Hotel-Xinxing_Kaohsiung.html,22.61859703063965,120.26885986328125,"NT$1,008",新興區七賢二路74號5樓,3.0,高雄,新興,"NT$1,113 - NT$3,402",4.5,68,https://media-cdn.tripadvisor.com/media/photo-s/08/50/4c/4c/bamboo-hotel.jpg,"免費網際網路, 禁菸飯店",禁菸客房,22.634693,120.29927,
華宏飯店,高雄排名第 83 的超值住宿地點，共 680 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806846-d2064859-Reviews-Hwa_Hong_Hotel-Sanmin_Kaohsiung.html,22.62979507446289,120.31320190429688,NT$629,三民區建國二路243號,2.5,高雄,三民,"NT$711 - NT$1,454",4.0,75,https://media-cdn.tripadvisor.com/media/photo-s/0d/65/e5/d2/caption.jpg,"免費高速上網 (WiFi), 免費網際網路, 無線網路, 網際網路, 禁菸飯店","禁菸客房, 家庭房, 空調設施, 冰箱",22.637295,120.30467,"NT$1,607"
飛行家青年旅館,高雄排名第 84 的超值住宿地點，共 680 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806674-d12256822-Reviews-Flyinn_Hostel-Lingya_Kaohsiung.html,22.634693145751953,120.29927062988281,NT$773,苓雅區仁義街2-4號,2.0,高雄,苓雅,"NT$711 - NT$1,516",5.0,19,https://media-cdn.tripadvisor.com/media/photo-s/0f/fb/75/06/caption.jpg,"免費高速上網 (WiFi), 免費網際網路, 無線網路, 公用無線網路, 網際網路, 禁菸飯店, 自助式洗衣",禁菸客房,22.614437,120.30367,
花季度假飯店,高雄排名第 85 的超值住宿地點，共 680 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806926-d2053657-Reviews-Spring_Hill_Resort-Tianliao_Kaohsiung.html,22.63729476928711,120.30467224121094,"NT$8,051",田寮區南安里崗北路111號,3.5,高雄,田寮,"NT$6,897 - NT$13,826",4.5,100,https://media-cdn.tripadvisor.com/media/photo-s/0b/a7/39/b0/caption.jpg,"免費停車, 免費高速上網 (WiFi), 游泳池, 有健身房的健身中心, 免費早餐, 有腳踏車, 露台, 兒童可享免費住宿, 停車, 免費網際網路, 無線網路, 網際網路, 浴缸, 桑拿, 景觀游泳池, 室外游泳池, 餐廳, 提供早餐, 免費提供茶, 免費迎賓飲料, 兒童餐, 戶外用餐區, 電動遊戲主機, 兒童活動 (適合兒童/家庭), 兒童俱樂部, 兒童游泳池, 有兒童椅, 免費接駁或計程車服務, 巴士接駁服務, 提供上網服務的商務中心, 會議設施, 宴會廳, 會議室, 商務中心有影印機/傳真機, Spa, 頸部按摩, 蒸氣室, 禮賓服務, 禁菸飯店, 24 小時服務櫃台","山景, 禁菸客房, 套房, 遮光窗簾, 空調設施, 房務, 第四台/衛星電視, 坐浴盆, 家庭房, 隔音室, 浴袍, 私人陽台, 客房服務, 電話, VIP 客房設施, 衣櫃/壁櫥, 瓶裝水, 私人浴室, 喚醒服務/鬧鐘, DVD/CD 播放機, 渦流按摩浴缸, 浴缸/淋浴間, 免費衛浴用品, 吹風機",22.874964,120.3578,
WO Hotel 高雄,高雄排名第 86 的超值住宿地點，共 680 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806805-d7341154-Reviews-WO_Hotel-Qianjin_Kaohsiung.html,22.614437103271484,120.30367279052734,"NT$1,610",前金區七賢二路394號,3.0,高雄,前金,"NT$1,608 - NT$3,743",4.0,167,https://media-cdn.tripadvisor.com/media/photo-s/07/a9/d7/dd/caption.jpg,"免費停車, 免費高速上網 (WiFi), 免費早餐, 免費接駁或計程車服務, 提供上網服務的商務中心, 會議設施, 禮賓服務, 禁菸飯店, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 酒吧/酒廊, 餐廳, 提供早餐, 自助式早餐, 巴士接駁服務, 宴會廳, 會議室, 乾洗服務, 洗衣服務","禁菸客房, 套房, 家庭房, 空調設施, 迷你吧, 冰箱, 平板電視",22.631048,120.28889,
雲端精緻旅館,高雄排名第 87 的超值住宿地點，共 680 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808513-d4406776-Reviews-The_Cloud_Hotel-Xinxing_Kaohsiung.html,22.874963760375977,120.35780334472656,"NT$1,204",新興區民主路18號,3.0,高雄,新興,"NT$1,175 - NT$3,031",4.0,75,https://media-cdn.tripadvisor.com/media/photo-s/0b/b0/94/4a/the-cloud-hotel.jpg,"免費高速上網 (WiFi), 免費網際網路, 無線網路, 公用無線網路, 網際網路, 禁菸飯店","禁菸客房, 空調設施, 冰箱",22.63289,120.29984,"NT$8,051"
奇異果快捷旅店-九如店,高雄排名第 88 的超值住宿地點，共 680 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806846-d6474279-Reviews-Kiwi_Express_Hotel_Jiuru_Branch-Sanmin_Kaohsiung.html,22.63104820251465,120.28888702392578,NT$809,三民區九如一路790號,3.0,高雄,三民,"NT$804 - NT$1,980",4.0,155,https://media-cdn.tripadvisor.com/media/photo-s/05/fe/80/68/caption.jpg,"免費停車, 免費高速上網 (WiFi), 免費早餐, 巴士接駁服務, 提供上網服務的商務中心, 禁菸飯店, 洗衣服務, 自助式洗衣, 免費網際網路, 無線網路, 公用無線網路, 網際網路","禁菸客房, 套房, 家庭房, 空調設施, 客房服務, 冰箱",22.63996,120.32047,
旅聚居青年旅舍,高雄排名第 89 的超值住宿地點，共 680 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808513-d8700941-Reviews-Trip_GG_Hostel-Xinxing_Kaohsiung.html,22.632890701293945,120.29984283447266,NT$700,新興區中山一路117號6樓,2.0,高雄,新興,"NT$495 - NT$1,670",4.5,35,https://media-cdn.tripadvisor.com/media/photo-s/0a/10/4e/7b/caption.jpg,"免費高速上網 (WiFi), 免費網際網路, 無線網路, 網際網路, 免費早餐, 禁菸飯店","禁菸客房, 套房, 空調設施, 小廚房",22.63162,120.30149,"NT$1,474"
背包41青年旅館-高雄館,高雄排名第 90 的超值住宿地點，共 680 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806674-d2582691-Reviews-Backpacker_41_Kaohsiung-Lingya_Kaohsiung.html,22.63995933532715,120.32047271728516,NT$960,苓雅區四維三路261巷39號,2.0,高雄,苓雅,"NT$371 - NT$1,206",4.5,51,https://media-cdn.tripadvisor.com/media/photo-s/05/17/69/dc/backpacker-41.jpg,"免費高速上網 (WiFi), 免費網際網路, 無線網路, 網際網路","空調設施, 小廚房",22.616184,120.30433,
