title,paiming,uri,lat,lng,recommend_price,hotel_address,hotel_star,hotel_city,hotel_section,price_range,avg_rating,comment_count,offical_img_uri,facility,room,gmap_lat,gmap_lng,agoda_price
趣遊玩設計小宿,"台南排名第 21 的超值住宿地點，共 1,159 家",https://www.tripadvisor.com.tw/Hotel_Review-g13808400-d12287527-Reviews-Go_Funny_Day-West_Central_District_Tainan.html,22.99106788635254,120.1934814453125,NT$861,大智街59號,3.0,台南,中西區,"NT$959 - NT$3,340",5.0,68,https://media-cdn.tripadvisor.com/media/photo-s/10/a2/08/6a/caption.jpg,免費停車,,22.991068,120.19348,
府城峰情文旅,"台南排名第 22 的超值住宿地點，共 1,159 家",https://www.tripadvisor.com.tw/Hotel_Review-g13792460-d10593048-Reviews-Julie_s_Garden_TAINAN-Anping_Tainan.html,22.98617935180664,120.16325378417969,"NT$1,020",台南市安平區健康四街38號,3.0,台南,安平,"NT$1,144 - NT$3,062",5.0,123,https://media-cdn.tripadvisor.com/media/photo-s/17/15/5f/74/caption.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 冰箱","免費停車, 免費高速上網 (WiFi), 提供早餐, 兒童活動 (適合兒童/家庭), 巴士接駁服務, 禮賓服務, 禁菸飯店, 洗衣服務, 免費網際網路, 無線網路, 公用無線網路, 網際網路",22.98618,120.16325,
久都和宅,"台南排名第 23 的超值住宿地點，共 1,159 家",https://www.tripadvisor.com.tw/Hotel_Review-g13808400-d6694381-Reviews-Hisato_House-West_Central_District_Tainan.html,22.99982452392578,120.1974105834961,"NT$1,307",中西區忠孝街與康樂街交叉,3.5,台南,中西區,"NT$1,330 - NT$2,258",5.0,128,https://media-cdn.tripadvisor.com/media/photo-s/05/fa/4f/3d/caption.jpg,"空調設施, 客房服務","免費停車, 免費高速上網 (WiFi), 免費網際網路, 無線網路, 網際網路, 禁菸飯店",22.999825,120.19741,
台南艾莎公寓,"台南排名第 24 的超值住宿地點，共 1,159 家",https://www.tripadvisor.com.tw/Hotel_Review-g13808400-d10516138-Reviews-Tainan_Elsa_House-West_Central_District_Tainan.html,22.99101448059082,120.19345092773438,"NT$1,205",中西區大智街59-1號,3.5,台南,中西區,"NT$1,175 - NT$3,279",5.0,99,https://media-cdn.tripadvisor.com/media/photo-s/0f/b5/28/27/caption.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 小廚房, 微波爐, 冰箱","免費停車, 免費高速上網 (WiFi), 免費網際網路, 無線網路, 網際網路, 兒童活動 (適合兒童/家庭), 提供上網服務的商務中心, 禁菸飯店",22.991014,120.19345,
初生活,"台南排名第 25 的超值住宿地點，共 1,159 家",https://www.tripadvisor.com.tw/Hotel_Review-g13792454-d7098407-Reviews-Initially_Life-Annan_Tainan.html,23.026775360107422,120.19461059570312,NT$782,安南區郡安路五段184巷108弄18號,3.0,台南,安南,"NT$1,052 - NT$1,639",5.0,290,https://media-cdn.tripadvisor.com/media/photo-s/0f/9d/ea/6d/17-06-19-20-31-53-018.jpg,"禁菸客房, 套房, 空調設施, 平板電視","免費停車, 免費高速上網 (WiFi), 免費網際網路, 無線網路, 網際網路, 禁菸飯店",23.026775,120.19461,
365合日旅所,"台南排名第 26 的超值住宿地點，共 1,159 家",https://www.tripadvisor.com.tw/Hotel_Review-g13808400-d7590583-Reviews-365_Hostel-West_Central_District_Tainan.html,22.998212814331055,120.19990539550781,"NT$1,192",中西區西門路二段365巷5號,2.0,台南,中西區,"NT$495 - NT$1,980",5.0,62,https://media-cdn.tripadvisor.com/media/photo-s/08/28/8f/56/365.jpg,"禁菸客房, 套房, 空調設施, 微波爐, 冰箱","免費高速上網 (WiFi), 免費網際網路, 公用無線網路, 網際網路, 禁菸飯店",22.998213,120.199905,
台南民宿風鈴木,"台南排名第 27 的超值住宿地點，共 1,159 家",https://www.tripadvisor.com.tw/Hotel_Review-g13806773-d8064683-Reviews-Windhouse_B_B-North_District_Tainan.html,23.00373077392578,120.2181167602539,"NT$1,011",北區東豐路143巷2號,2.5,台南,北區,"NT$990 - NT$3,217",5.0,200,https://media-cdn.tripadvisor.com/media/photo-s/13/24/fc/6d/caption.jpg,"禁菸客房, 套房, 空調設施, 平板電視","免費高速上網 (WiFi), 免費網際網路, 無線網路, 網際網路, 禁菸飯店",23.00373,120.21812,NT$861
Baker Street 英倫旅店,"台南排名第 28 的超值住宿地點，共 1,159 家",https://www.tripadvisor.com.tw/Hotel_Review-g13808400-d7230660-Reviews-Baker_Street_London_style_Inn-West_Central_District_Tainan.html,22.993507385253906,120.20835876464844,NT$877,中西區衛民街,2.5,台南,中西區,"NT$959 - NT$2,443",5.0,174,https://media-cdn.tripadvisor.com/media/photo-s/07/0e/9c/e6/caption.jpg,"禁菸客房, 套房, 空調設施, 平板電視","免費高速上網 (WiFi), 免費網際網路, 提供上網服務的商務中心, 禮賓服務, 禁菸飯店, 乾洗服務, 洗衣服務, 自助式洗衣, 無線網路, 公用無線網路, 網際網路",22.993507,120.20836,NT$877
Loft Wo 閣樓設計旅店,"台南排名第 29 的超值住宿地點，共 1,159 家",https://www.tripadvisor.com.tw/Hotel_Review-g13808400-d7230665-Reviews-Loft_Wo_Design_Inn-West_Central_District_Tainan.html,22.994274139404297,120.20905303955078,NT$881,衛民街100-120號,3.0,台南,中西區,"NT$959 - NT$2,567",5.0,163,https://media-cdn.tripadvisor.com/media/photo-s/0a/19/27/df/room-space.jpg,"禁菸客房, 套房, 空調設施","免費高速上網 (WiFi), 免費網際網路, 提供上網服務的商務中心, 禮賓服務, 禁菸飯店, 乾洗服務, 洗衣服務, 自助式洗衣, 無線網路, 公用無線網路, 網際網路",22.994274,120.20905,NT$881
遊思旅,"台南排名第 30 的超值住宿地點，共 1,159 家",https://www.tripadvisor.com.tw/Hotel_Review-g13806901-d12179208-Reviews-Youth_Inn-South_District_Tainan.html,22.98581314086914,120.18997955322266,"NT$1,122",南區文南一街2號6樓之1,3.5,台南,南區,"NT$1,237 - NT$2,567",5.0,164,https://media-cdn.tripadvisor.com/media/photo-s/0f/a8/5d/7e/caption.jpg,"禁菸客房, 套房","免費高速上網 (WiFi), 免費網際網路, 無線網路, 網際網路, 禁菸飯店",22.985813,120.18998,"NT$1,163"
