title,paiming,recommend_price,uri,hotel_address,avg_rating,comment_count,offical_img_uri,facility,property,agoda_price
新驛旅店- 台北車站一館,"台北排名第 44 的超值住宿地點，共 1,199 家","NT$3,780",https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d1144583-Reviews-CityInn_Hotel_Taipei_Station_Branch_I-Zhongzheng_District_Taipei.html,中正區懷寧街7號,4.5,1119,https://media-cdn.tripadvisor.com/media/photo-s/15/8d/2f/bf/caption.jpg,"['禁菸客房', '空調設施', '平板電視']","['免費高速上網 (WiFi)', '免費網際網路', '無線網路', '公用無線網路', '網際網路', '禁菸飯店', '洗衣服務', '自助式洗衣']","NT$4,950"
太平洋商旅,"台北排名第 45 的超值住宿地點，共 1,199 家","NT$1,801",https://www.tripadvisor.com.tw/Hotel_Review-g13808515-d505594-Reviews-Pacific_Business_Hotel-Xinyi_District_Taipei.html,信義區光復南路495號11樓,4.5,1040,https://media-cdn.tripadvisor.com/media/photo-s/12/98/7e/0f/101.jpg,"['山景', '禁菸客房', '家庭房', '空調設施', '書桌', '咖啡壺/茶壺', '平板電視', '吹風機']","['停車', '免費高速上網 (WiFi)', '有健身房的健身中心', '餐廳', '機場接送', '提供上網服務的商務中心', '會議設施', '24 小時保全']",
台北文華東方酒店,"台北排名第 46 的超值住宿地點，共 1,199 家","NT$1,864",https://www.tripadvisor.com.tw/Hotel_Review-g13806900-d1416364-Reviews-Mandarin_Oriental_Taipei-Songshan_Taipei.html,松山區敦化北路158號,4.5,1596,https://media-cdn.tripadvisor.com/media/photo-s/18/5c/83/90/lobby.jpg,,,"NT$1,958"
阿樹國際旅店,"台北排名第 47 的超值住宿地點，共 1,199 家","NT$3,107",https://www.tripadvisor.com.tw/Hotel_Review-g13806900-d12926686-Reviews-Artree_Hotel-Songshan_Taipei.html,八德路三段76號,4.5,117,https://media-cdn.tripadvisor.com/media/photo-s/10/ed/d8/c7/caption.jpg,"['禁菸客房', '套房', '家庭房', '空調設施', '迷你吧', '冰箱']","['免費停車', '免費高速上網 (WiFi)', '有健身房的健身中心', '免費早餐', '機場接送', '會議室', '禮賓服務', '禁菸飯店']","NT$3,397"
旅樂序精品旅館 站前一館,"台北排名第 48 的超值住宿地點，共 1,199 家","NT$10,000",https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d4023040-Reviews-Hotel_Relax_I-Zhongzheng_District_Taipei.html,中正區館前路8號11樓,4.5,1380,https://media-cdn.tripadvisor.com/media/photo-s/06/90/3c/60/caption.jpg,"['禁菸客房', '套房', '家庭房', '空調設施', '保險箱', '冰箱', '平板電視']","['免費高速上網 (WiFi)', '免費網際網路', '免費早餐', '餐廳', '禮賓服務', '禁菸飯店', '乾洗服務', '自助式洗衣']","NT$10,000"
台灣青旅膠囊旅店,"台北排名第 49 的超值住宿地點，共 1,199 家","NT$3,722",https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d11704833-Reviews-Taiwan_Youth_Hostel_Capsule_Hotel-Zhongzheng_District_Taipei.html,中正區青島西路11號B1,5.0,258,https://media-cdn.tripadvisor.com/media/photo-s/0d/8d/3d/77/caption.jpg,"['禁菸客房', '空調設施', '小廚房', '微波爐']","['免費高速上網 (WiFi)', '免費網際網路', '無線網路', '免費早餐', '禮賓服務', '禁菸飯店', '洗衣服務', '自助式洗衣']","NT$4,156"
敘美精品旅店,"台北排名第 50 的超值住宿地點，共 1,199 家","NT$2,092",https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d4866564-Reviews-Beauty_Hotels_Taipei_Hotel_B7-Zhongzheng_District_Taipei.html,重慶南路一段111號,4.0,319,https://media-cdn.tripadvisor.com/media/photo-s/0e/3b/85/e1/caption.jpg,,,
皇家季節酒店台北南西館,"台北排名第 51 的超值住宿地點，共 1,199 家","NT$1,039",https://www.tripadvisor.com.tw/Hotel_Review-g293913-d1173001-Reviews-Royal_Seasons_Hotel_Taipei_Nanjing_West-Taipei.html,"南京西路326,330號",4.0,538,https://media-cdn.tripadvisor.com/media/photo-s/11/39/be/b9/double-deluxe-room--v17832497.jpg,"['禁菸客房', '套房', '空調設施', '微波爐', '冰箱', '平板電視']","['免費高速上網 (WiFi)', '有健身房的健身中心', '浴缸', '免費早餐', '免費接駁或計程車服務', '提供上網服務的商務中心', '會議設施', '禮賓服務']",
城市商旅南西館,"台北排名第 52 的超值住宿地點，共 1,199 家","NT$1,238",https://www.tripadvisor.com.tw/Hotel_Review-g13806451-d583571-Reviews-City_Suites_Taipei_Nanxi-Datong_Taipei.html,大同區南京西路169號,4.0,507,https://media-cdn.tripadvisor.com/media/photo-s/09/61/6e/35/vip-suite--v8748265.jpg,,,
倆人旅店,"台北排名第 53 的超值住宿地點，共 1,199 家","NT$1,925",https://www.tripadvisor.com.tw/Hotel_Review-g13806427-d1993302-Reviews-Hotel_DOUBLE_ONE-Beitou_Taipei.html,北投區幽雅路11號,4.5,507,https://media-cdn.tripadvisor.com/media/photo-s/09/80/07/3d/caption.jpg,"['禁菸客房', '套房', '家庭房', '空調設施', '冰箱', '平板電視']","['免費停車', '免費高速上網 (WiFi)', '免費網際網路', '浴缸', '免費早餐', '巴士接駁服務', '禮賓服務', '禁菸飯店']","NT$1,801"
大地酒店,"台北排名第 54 的超值住宿地點，共 1,199 家","NT$1,924",https://www.tripadvisor.com.tw/Hotel_Review-g13806427-d6440283-Reviews-The_Gaia_Hotel_Taipei-Beitou_Taipei.html,北投區奇岩路1號,4.5,501,https://media-cdn.tripadvisor.com/media/photo-s/0f/9f/e4/59/the-gaia-hotel.jpg,,,"NT$1,917"
丹迪旅店 – 天母店,"台北排名第 55 的超值住宿地點，共 1,199 家","NT$2,722",https://www.tripadvisor.com.tw/Hotel_Review-g13806879-d2035389-Reviews-Dandy_Hotel_Tianmu_Branch-Shilin_Taipei.html,士林區中山北路六段728巷2號,5.0,935,https://media-cdn.tripadvisor.com/media/photo-s/0b/09/c1/e1/dandy-tianmu-at-night.jpg,"['禁菸客房', '家庭房', '空調設施', '冰箱', '平板電視']","['免費高速上網 (WiFi)', '免費網際網路', '免費早餐', '機場接送', '禮賓服務', '禁菸飯店', '乾洗服務', '洗衣服務']","NT$2,531"
貝殼窩青年旅舍 - 台北,"台北排名第 56 的超值住宿地點，共 1,199 家","NT$6,563",https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d4371941-Reviews-Backpackers_Inn_Taipei-Zhongzheng_District_Taipei.html,中正區懷寧街84號 No.84 Huaining Street,4.0,245,https://media-cdn.tripadvisor.com/media/photo-s/11/d1/70/9c/7f-wow-loung.jpg,,,"NT$6,978"
二十輪旅店 - 大安店,"台北排名第 57 的超值住宿地點，共 1,199 家","NT$1,737",https://www.tripadvisor.com.tw/Hotel_Review-g13811269-d8555269-Reviews-Swiio_Hotel_Daan-Da_an_Taipei.html,大安區大安路一段185號,5.0,535,https://media-cdn.tripadvisor.com/media/photo-s/09/e0/da/b8/caption.jpg,"['禁菸客房', '空調設施', '迷你吧', '冰箱', '平板電視']","['免費高速上網 (WiFi)', '有健身房的健身中心', '免費早餐', '機場接送', '屋頂露台', '禮賓服務', '乾洗服務', '洗衣服務']",
璞邸城市膠囊旅店,"台北排名第 58 的超值住宿地點，共 1,199 家",NT$657,https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d7912555-Reviews-Bouti_Capsule_Inn-Zhongzheng_District_Taipei.html,重慶南路1段7號 中正區,4.5,564,https://media-cdn.tripadvisor.com/media/photo-s/0c/cf/7d/3b/street--v13472247.jpg,"['禁菸客房', '家庭房', '空調設施']","['免費高速上網 (WiFi)', '免費網際網路', '無線網路', '公用無線網路', '免費早餐', '禁菸飯店', '洗衣服務', '自助式洗衣']",
慶泰飯店,"台北排名第 59 的超值住宿地點，共 1,199 家","NT$3,838",https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d455558-Reviews-Taipei_Gala_Hotel-Zhongshan_District_Taipei.html,松江路186號,4.0,528,https://media-cdn.tripadvisor.com/media/photo-s/0d/e0/d8/ca/caption.jpg,"['禁菸客房', '套房', '家庭房', '空調設施', '客房服務', '迷你吧', '冰箱', '平板電視']","['免費停車', '免費高速上網 (WiFi)', '餐廳', '機場接送', '提供上網服務的商務中心', '會議設施', '禮賓服務', '禁菸飯店']","NT$4,381"
太空艙旅店衡陽館,"台北排名第 60 的超值住宿地點，共 1,199 家",NT$919,https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d6987800-Reviews-Space_Inn_Hengyang_Branch-Zhongzheng_District_Taipei.html,衡陽路51號B1,4.5,293,https://media-cdn.tripadvisor.com/media/photo-s/06/d0/68/d0/caption.jpg,,,
敘美精品旅店,"台北排名第 61 的超值住宿地點，共 1,199 家","NT$1,238",https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d4866564-Reviews-Beauty_Hotels_Taipei_Hotel_B7-Zhongzheng_District_Taipei.html,重慶南路一段111號,4.0,319,https://media-cdn.tripadvisor.com/media/photo-s/0e/3b/85/e1/caption.jpg,"['禁菸客房', '家庭房', '空調設施', '冰箱', '平板電視']","['免費高速上網 (WiFi)', '免費網際網路', '免費早餐', '餐廳', '巴士接駁服務', '禮賓服務', '禁菸飯店', '洗衣服務']",
台北漫步青年旅店,"台北排名第 62 的超值住宿地點，共 1,199 家","NT$1,640",https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d5893025-Reviews-Meander_Taipei_Hostel-Wanhua_Taipei.html,西门町成都路163號,5.0,765,https://media-cdn.tripadvisor.com/media/photo-s/05/d4/9e/15/caption.jpg,"['禁菸客房', '家庭房', '空調設施', '小廚房']","['免費高速上網 (WiFi)', '免費網際網路', '無線網路', '免費早餐', '自助式早餐', '禁菸飯店', '洗衣服務', '自助式洗衣']","NT$1,732"
新尚旅店,"台北排名第 63 的超值住宿地點，共 1,199 家","NT$1,560",https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d1191387-Reviews-Hotel_73-Zhongzheng_District_Taipei.html,中正區信義路二段73號,4.5,1271,https://media-cdn.tripadvisor.com/media/photo-s/13/2a/f9/4a/caption.jpg,"['禁菸客房', '家庭房', '空調設施', '保險箱', '冰箱', '平板電視']","['免費高速上網 (WiFi)', '免費網際網路', '免費早餐', '機場接送', '禮賓服務', '禁菸飯店', '乾洗服務', '洗衣服務']","NT$1,757"
方舟旅店 - 長安復興,"台北排名第 64 的超值住宿地點，共 1,199 家","NT$1,368",https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d8553817-Reviews-Ark_Hotel_Chang_an_Fuxing-Zhongshan_District_Taipei.html,中山區長安東路二段246號3樓,4.5,267,https://media-cdn.tripadvisor.com/media/photo-s/0a/9a/80/63/caption.jpg,"['禁菸客房', '家庭房', '空調設施', '微波爐', '冰箱']","['免費高速上網 (WiFi)', '免費網際網路', '無線網路', '機場接送', '禮賓服務', '禁菸飯店', '洗衣服務', '自助式洗衣']",
台北北門世民酒店,"台北排名第 65 的超值住宿地點，共 1,199 家","NT$2,381",https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d12419761-Reviews-CitizenM_Taipei_North_Gate-Zhongzheng_District_Taipei.html,中正區中華路一段3號,4.5,542,https://media-cdn.tripadvisor.com/media/photo-s/14/91/2b/e5/lobby.jpg,"['禁菸客房', '隔音室', '空調設施', '書桌', '房務', '冰箱', '平板電視', '步入式淋浴間']","['免費高速上網 (WiFi)', '酒吧/酒廊', '會議設施', '會議室', '禮品商店', '禁菸飯店', '24 小時服務櫃台', '快速辦理入住/退房']",
二十輪旅店西門町館,"台北排名第 66 的超值住宿地點，共 1,199 家","NT$1,345",https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d2241584-Reviews-Swiio_Hotel_Ximending-Wanhua_Taipei.html,萬華區武昌街二段72號 10樓,4.5,901,https://media-cdn.tripadvisor.com/media/photo-s/13/5c/30/f5/caption.jpg,"['禁菸客房', '家庭房', '空調設施', '冰箱', '平板電視']","['免費高速上網 (WiFi)', '免費網際網路', '無線網路', '公用無線網路', '夜店/ DJ', '機場接送', '禁菸飯店', '洗衣服務']",
西悠飯店台北店,"台北排名第 67 的超值住宿地點，共 1,199 家","NT$1,251",https://www.tripadvisor.com.tw/Hotel_Review-g13806451-d4314606-Reviews-CU_Hotel_Taipei_Branch-Datong_Taipei.html,大同區民生西路198號2樓 大同區,4.5,425,https://media-cdn.tripadvisor.com/media/photo-s/05/f4/bf/61/caption.jpg,,,
老爺大酒店,"台北排名第 68 的超值住宿地點，共 1,199 家","NT$3,907",https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d302516-Reviews-Hotel_Royal_Nikko_Taipei-Zhongshan_District_Taipei.html,中山北路二段37-1號,4.5,1352,https://media-cdn.tripadvisor.com/media/photo-s/17/c6/93/61/guest-room.jpg,"['禁菸客房', '套房', '家庭房', '空調設施', '客房服務', '迷你吧', '冰箱', '平板電視']","['免費停車', '免費高速上網 (WiFi)', '游泳池', '有健身房的健身中心', '酒吧/酒廊', '機場接送', '提供上網服務的商務中心', '會議設施']","NT$4,123"
夾腳拖的家 - 長安122,"台北排名第 69 的超值住宿地點，共 1,199 家","NT$1,156",https://www.tripadvisor.com.tw/Hotel_Review-g13806451-d10884076-Reviews-Flip_Flop_Hostel_Garden-Datong_Taipei.html,長安西路122號,4.5,203,https://media-cdn.tripadvisor.com/media/photo-s/0e/90/44/bd/caption.jpg,"['禁菸客房', '空調設施', '小廚房']","['免費高速上網 (WiFi)', '免費網際網路', '無線網路', '網際網路', '免費早餐', '禁菸飯店', '自助式洗衣']",
大倉久和大飯店,"台北排名第 70 的超值住宿地點，共 1,199 家","NT$5,720",https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d3371409-Reviews-The_Okura_Prestige_Taipei-Zhongshan_District_Taipei.html,南京東路一段9號,4.5,1317,https://media-cdn.tripadvisor.com/media/photo-s/17/c6/9c/d3/restaurant.jpg,,,
金普頓大安酒店,"台北排名第 71 的超值住宿地點，共 1,199 家","NT$6,120",https://www.tripadvisor.com.tw/Hotel_Review-g13811269-d16766127-Reviews-Kimpton_Da_An_Hotel-Da_an_Taipei.html,仁愛路四段27巷25號,5.0,69,https://media-cdn.tripadvisor.com/media/photo-s/17/82/6e/67/kimpton-da-an-hotel.jpg,,,
清翼居 - 童話館,"台北排名第 72 的超值住宿地點，共 1,199 家","NT$1,152",https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d8002516-Reviews-Morwing_Hotel_Fairy_Tale-Zhongzheng_District_Taipei.html,中正區開封街一段36號3樓,4.5,239,https://media-cdn.tripadvisor.com/media/photo-s/08/6a/e9/8d/caption.jpg,,,"NT$1,354"
長榮桂冠酒店台北,"台北排名第 73 的超值住宿地點，共 1,199 家","NT$3,387",https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d306437-Reviews-Evergreen_Laurel_Hotel_Taipei-Zhongshan_District_Taipei.html,松江路63號,4.5,372,https://media-cdn.tripadvisor.com/media/photo-s/03/00/6d/03/caption.jpg,"['禁菸客房', '套房', '家庭房', '空調設施', '客房服務', '保險箱', '迷你吧', '平板電視']","['免費停車', '免費高速上網 (WiFi)', '有健身房的健身中心', '浴缸', '酒吧/酒廊', '保姆服務', '機場接送', '提供上網服務的商務中心']","NT$3,505"
台北澄舍商旅,"台北排名第 74 的超值住宿地點，共 1,199 家","NT$1,351",https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d3826117-Reviews-Taipei_Morning_Hotel-Zhongshan_District_Taipei.html,中山區南京東路二段11號4樓,4.5,505,https://media-cdn.tripadvisor.com/media/photo-s/0b/b0/82/23/taipei-morning-hotel.jpg,,,
台北青年國際旅館,"台北排名第 75 的超值住宿地點，共 1,199 家","NT$1,998",https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d307869-Reviews-Y_Hotel_Taipei-Zhongzheng_District_Taipei.html,中正區許昌街19號,4.0,270,https://media-cdn.tripadvisor.com/media/photo-s/0b/99/13/0f/y-hotel-taipei.jpg,"['禁菸客房', '家庭房', '空調設施', '冰箱', '平板電視']","['免費高速上網 (WiFi)', '免費網際網路', '餐廳', '會議設施', '會議室', '禁菸飯店', '乾洗服務', '洗衣服務']",
丰居旅店 - 台北車站館,"台北排名第 76 的超值住宿地點，共 1,199 家","NT$1,801",https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d8555273-Reviews-Via_Hotel_Taipei_Station-Zhongzheng_District_Taipei.html,重慶南路一段60號1-7樓,4.5,216,https://media-cdn.tripadvisor.com/media/photo-s/09/df/33/c5/getlstd-property-photo.jpg,,,
璞漣商旅 西門店,"台北排名第 77 的超值住宿地點，共 1,199 家","NT$1,539",https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d607467-Reviews-Hotel_Puri_Ximen_Branch-Wanhua_Taipei.html,萬華區成都路27巷6號,4.0,605,https://media-cdn.tripadvisor.com/media/photo-s/07/02/86/8f/hotel-puri.jpg,,,"NT$1,922"
台北文華東方酒店,"台北排名第 78 的超值住宿地點，共 1,199 家","NT$10,000",https://www.tripadvisor.com.tw/Hotel_Review-g13806900-d1416364-Reviews-Mandarin_Oriental_Taipei-Songshan_Taipei.html,松山區敦化北路158號,4.5,1596,https://media-cdn.tripadvisor.com/media/photo-s/18/5c/83/90/lobby.jpg,"['套房', '房務', '客房服務', '保險箱', '平板電視']","['停車', '免費網際網路', '游泳池', '有健身房的健身中心', '酒吧/酒廊', '保姆服務', '提供上網服務的商務中心', '會議設施']","NT$10,000"
町記憶旅店,"台北排名第 79 的超值住宿地點，共 1,199 家","NT$2,407",https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d6366729-Reviews-Cho_Hotel-Wanhua_Taipei.html,昆明街119號,4.5,429,https://media-cdn.tripadvisor.com/media/photo-s/15/26/5f/0d/caption.jpg,"['禁菸客房', '套房', '家庭房', '空調設施', '冰箱', '平板電視']","['免費高速上網 (WiFi)', '免費網際網路', '無線網路', '提供早餐', '兒童活動 (適合兒童/家庭)', '禮賓服務', '禁菸飯店', '自助式洗衣']","NT$1,896"
旅樂序精品旅館站前二館,"台北排名第 80 的超值住宿地點，共 1,199 家","NT$2,269",https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d7097562-Reviews-Hotel_Relax_2-Zhongzheng_District_Taipei.html,中正區漢口街1段15號,4.5,1569,https://media-cdn.tripadvisor.com/media/photo-s/0a/9f/0a/13/family-suite--v10502820.jpg,"['禁菸客房', '家庭房', '空調設施', '保險箱', '冰箱', '平板電視']","['免費高速上網 (WiFi)', '免費網際網路', '免費早餐', '餐廳', '禮賓服務', '禁菸飯店', '洗衣服務', '自助式洗衣']","NT$2,578"
下一站台北,"台北排名第 81 的超值住宿地點，共 1,199 家",NT$693,https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d7253521-Reviews-Next_Stop_Taipei-Wanhua_Taipei.html,萬華區漢中街35號9樓,4.5,154,https://media-cdn.tripadvisor.com/media/photo-s/0f/4d/13/10/restaurant--v16221012.jpg,,,
富園國際商務飯店,"台北排名第 82 的超值住宿地點，共 1,199 家","NT$1,849",https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d598920-Reviews-Rich_Garden_Hotel-Wanhua_Taipei.html,中華路一段178號,4.5,155,https://media-cdn.tripadvisor.com/media/photo-s/0e/f5/50/5c/rg-double-room--v16221727.jpg,"['禁菸客房', '空調設施', '客房服務']","['免費高速上網 (WiFi)', '免費網際網路', '有健身房的健身中心', '免費早餐', '提供上網服務的商務中心', '禁菸飯店', '洗衣服務', '自助式洗衣']","NT$1,848"
歐華酒店,"台北排名第 83 的超值住宿地點，共 1,199 家","NT$3,079",https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d306458-Reviews-The_Riviera_Hotel-Zhongshan_District_Taipei.html,林森北路646號,4.5,896,https://media-cdn.tripadvisor.com/media/photo-s/17/89/89/b9/caption.jpg,"['禁菸客房', '套房', '家庭房', '空調設施', '客房服務', '迷你吧', '冰箱', '平板電視']","['免費停車', '免費高速上網 (WiFi)', '有健身房的健身中心', '酒吧/酒廊', '機場接送', '提供上網服務的商務中心', '會議設施', '禮賓服務']","NT$3,896"
松哖酒店,"台北排名第 84 的超值住宿地點，共 1,199 家","NT$2,709",https://www.tripadvisor.com.tw/Hotel_Review-g13811269-d7360936-Reviews-Sonnien_Hotel-Da_an_Taipei.html,大安區仁愛路三段八號,4.5,148,https://media-cdn.tripadvisor.com/media/photo-s/0c/a8/da/4d/lobby--v13474387.jpg,"['禁菸客房', '套房', '家庭房', '空調設施', '迷你吧', '冰箱', '平板電視']","['免費停車', '免費高速上網 (WiFi)', '免費網際網路', '免費早餐', '酒吧/酒廊', '禁菸飯店', '乾洗服務', '洗衣服務']","NT$2,857"
和逸飯店 • 台北忠孝館,"台北排名第 85 的超值住宿地點，共 1,199 家","NT$3,995",https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d5042984-Reviews-HOTEL_COZZI_Zhongxiao_Taipei-Zhongzheng_District_Taipei.html,中正區忠孝東路一段31號,4.5,459,https://media-cdn.tripadvisor.com/media/photo-s/16/09/50/c3/caption.jpg,"['禁菸客房', '套房', '家庭房', '空調設施', '迷你吧', '冰箱', '平板電視']","['免費停車', '免費高速上網 (WiFi)', '免費早餐', '會議設施', '會議室', '禮賓服務', '禁菸飯店', '乾洗服務']",
台北商旅大安館,"台北排名第 86 的超值住宿地點，共 1,199 家","NT$2,862",https://www.tripadvisor.com.tw/Hotel_Review-g13811269-d306453-Reviews-Les_Suites_Taipei_Da_An-Da_an_Taipei.html,大安路一段135號,4.0,356,https://media-cdn.tripadvisor.com/media/photo-s/14/97/03/a0/caption.jpg,"['禁菸客房', '套房', '有吸菸房', '空調設施', '迷你吧', '冰箱', '平板電視']","['免費停車', '免費高速上網 (WiFi)', '有健身房的健身中心', '免費早餐', '機場接送', '提供上網服務的商務中心', '會議室', 'Spa']",
西門航棧商旅,"台北排名第 87 的超值住宿地點，共 1,199 家","NT$1,290",https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d2445647-Reviews-Ximen_Airline_Hotel-Wanhua_Taipei.html,中華路一段144號 8樓,4.0,231,https://media-cdn.tripadvisor.com/media/photo-s/0e/0a/df/7f/caption.jpg,,,
捷絲旅臺大尊賢館,"台北排名第 88 的超值住宿地點，共 1,199 家","NT$2,582",https://www.tripadvisor.com.tw/Hotel_Review-g13811269-d4023325-Reviews-Just_Sleep_NTU-Da_an_Taipei.html,大安區羅斯福路四段83號,5.0,407,https://media-cdn.tripadvisor.com/media/photo-s/14/cd/42/95/exterior.jpg,"['禁菸客房', '套房', '家庭房', '空調設施', '冰箱', '平板電視']","['免費高速上網 (WiFi)', '免費早餐', '提供上網服務的商務中心', '會議室', '禮賓服務', '禁菸飯店', '乾洗服務', '洗衣服務']",
台北CT屋,"台北排名第 89 的超值住宿地點，共 1,199 家","NT$1,299",https://www.tripadvisor.com.tw/Hotel_Review-g13806451-d6028427-Reviews-Taipei_City_Home-Datong_Taipei.html,大同區長安西路172巷5弄7號,5.0,216,https://media-cdn.tripadvisor.com/media/photo-s/0f/1e/7e/dd/ct.jpg,"['禁菸客房', '空調設施', '小廚房']","['免費高速上網 (WiFi)', '免費網際網路', '無線網路', '網際網路', '免費早餐', '禁菸飯店']",
旅樂序精品旅館站前五館,"台北排名第 90 的超值住宿地點，共 1,199 家",,https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d11651293-Reviews-Hotel_Relax_5-Zhongzheng_District_Taipei.html,中正區重慶南路一段20號,4.5,758,https://media-cdn.tripadvisor.com/media/photo-s/0d/d3/b3/81/caption.jpg,"['禁菸客房', '空調設施', '冰箱', '平板電視']","['免費高速上網 (WiFi)', '免費網際網路', '無線網路', '網際網路', '禁菸飯店', '洗衣服務', '自助式洗衣']","NT$1,860"
町記憶旅店,"台北排名第 91 的超值住宿地點，共 1,199 家","NT$6,812",https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d6366729-Reviews-Cho_Hotel-Wanhua_Taipei.html,昆明街119號,4.5,429,https://media-cdn.tripadvisor.com/media/photo-s/15/26/5f/0d/caption.jpg,"['禁菸客房', '套房', '家庭房', '空調設施', '冰箱', '平板電視']","['免費高速上網 (WiFi)', '免費網際網路', '無線網路', '提供早餐', '兒童活動 (適合兒童/家庭)', '禮賓服務', '禁菸飯店', '自助式洗衣']","NT$6,812"
北投老爺酒店,"台北排名第 92 的超值住宿地點，共 1,199 家","NT$2,407",https://www.tripadvisor.com.tw/Hotel_Review-g13806427-d7395723-Reviews-Hotel_Royal_Beitou-Beitou_Taipei.html,北投區中和街2號,4.5,257,https://media-cdn.tripadvisor.com/media/photo-s/0a/fa/57/f5/caption.jpg,,,"NT$1,896"
台北萬豪酒店,"台北排名第 93 的超值住宿地點，共 1,199 家","NT$7,107",https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d7840139-Reviews-Taipei_Marriott_Hotel-Zhongshan_District_Taipei.html,中山區樂群二路199號,4.5,698,https://media-cdn.tripadvisor.com/media/photo-s/18/00/58/4a/exterior.jpg,,,
台北美福大飯店,"台北排名第 94 的超值住宿地點，共 1,199 家","NT$6,812",https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d10161540-Reviews-Grand_Mayfull_Hotel_Taipei-Zhongshan_District_Taipei.html,中山區樂群二路55號,4.5,254,https://media-cdn.tripadvisor.com/media/photo-s/11/81/79/39/lobby.jpg,"['禁菸客房', '套房', '家庭房', '空調設施', '客房服務', '迷你吧', '冰箱']","['免費停車', '免費高速上網 (WiFi)', '游泳池', '有健身房的健身中心', '免費早餐', '機場接送', '提供上網服務的商務中心', '會議設施']","NT$6,812"
儷客旅店-西門町館,"台北排名第 95 的超值住宿地點，共 1,199 家","NT$6,223",https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d8787745-Reviews-Click_Hotel_Ximending_Branch-Wanhua_Taipei.html,萬華區西寧南路36號10樓之3,4.5,493,https://media-cdn.tripadvisor.com/media/photo-s/0c/4f/b2/cd/room.jpg,"['禁菸客房', '套房', '家庭房', '空調設施', '冰箱', '平板電視']","['免費高速上網 (WiFi)', '免費網際網路', '無線網路', '公用無線網路', '網際網路', '機場接送', '禮賓服務', '禁菸飯店']","NT$5,796"
喜來登大飯店,"台北排名第 96 的超值住宿地點，共 1,199 家","NT$1,903",https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d301805-Reviews-Sheraton_Grand_Taipei_Hotel-Zhongzheng_District_Taipei.html,忠孝東路一段12號,4.0,1703,https://media-cdn.tripadvisor.com/media/photo-s/18/00/24/75/lobby.jpg,"['禁菸客房', '套房', '家庭房', '空調設施', '客房服務', '迷你吧', '冰箱', '平板電視']","['停車', '免費高速上網 (WiFi)', '游泳池', '有健身房的健身中心', '酒吧/酒廊', '機場接送', '提供上網服務的商務中心', '會議設施']",
艾特文旅,"台北排名第 97 的超值住宿地點，共 1,199 家","NT$2,066",https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d7682006-Reviews-Art_otel_Ximending_Taipei-Wanhua_Taipei.html,萬華區武昌街二段124-2號,4.5,127,https://media-cdn.tripadvisor.com/media/photo-s/0d/47/9e/e2/art-otel-ximending-taipei.jpg,,,"NT$2,057"
台北碧瑤飯店,"台北排名第 98 的超值住宿地點，共 1,199 家","NT$9,600",https://www.tripadvisor.com.tw/Hotel_Review-g13806900-d455560-Reviews-Hotel_B_Taipei-Songshan_Taipei.html,八德路二段367號,4.0,184,https://media-cdn.tripadvisor.com/media/photo-s/05/1a/f7/21/caption.jpg,"['禁菸客房', '家庭房', '空調設施', '冰箱', '平板電視']","['免費高速上網 (WiFi)', '免費網際網路', '免費早餐', '提供上網服務的商務中心', '會議設施', '禁菸飯店', '乾洗服務', '自助式洗衣']","NT$5,800"
