userName,user_link,commented_hotel
nana6789,https://www.tripadvisor.com.tw/Profile/nana6789,"https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d8002516-Reviews-Morwing_Hotel_Fairy_Tale-Zhongzheng_District_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d5042984-Reviews-HOTEL_COZZI_Zhongxiao_Taipei-Zhongzheng_District_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d306433-Reviews-Caesar_Park_Taipei-Zhongzheng_District_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d455561-Reviews-Cosmos_Hotel_Taipei-Zhongzheng_District_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d547560-Reviews-Chair_Man_Hotel-Zhongzheng_District_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d1196217-Reviews-Keymans_Hotel-Zhongzheng_District_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g14135122-d1055657-Reviews-Toyoko_Inn_Hakata_guchi_Ekimae-Hakataekimae_Hakata_Fukuoka_Fukuoka_Prefecture_Kyushu.html, https://www.tripadvisor.com.tw/Hotel_Review-g186338-d263698-Reviews-Westpoint_Hotel-London_England.html, https://www.tripadvisor.com.tw/Hotel_Review-g298134-d2167355-Reviews-Toyoko_Inn_Okayama_Station_East_Exit-Okayama_Okayama_Prefecture_Chugoku.html, https://www.tripadvisor.com.tw/Hotel_Review-g298133-d1110351-Reviews-Dormy_Inn_Kurashiki-Kurashiki_Okayama_Prefecture_Chugoku.html, https://www.tripadvisor.com.tw/Hotel_Review-g298232-d1083527-Reviews-Dormy_Inn_Takamatsu-Takamatsu_Kagawa_Prefecture_Shikoku.html, https://www.tripadvisor.com.tw/Hotel_Review-g298191-d2143261-Reviews-Dormy_Inn_Himeji-Himeji_Hyogo_Prefecture_Kinki.html, https://www.tripadvisor.com.tw/Hotel_Review-g294217-d305813-Reviews-Cordis_Hong_Kong-Hong_Kong.html, https://www.tripadvisor.com.tw/Hotel_Review-g294217-d305928-Reviews-Silvermine_Beach_Resort-Hong_Kong.html, https://www.tripadvisor.com.tw/Hotel_Review-g294217-d1192627-Reviews-Mui_Wo_Inn-Hong_Kong.html"
Tim & Tina_Y,https://www.tripadvisor.com.tw/Profile/Tim_Tina_Y,https://www.tripadvisor.com.tw/Hotel_Review-g2270770-d8073752-Reviews-Nagoya_Hill_Hotel-Nagoya_Batam_Riau_Archipelago_Riau_Islands_Province.html
susansng,https://www.tripadvisor.com.tw/Profile/susansng,"https://www.tripadvisor.com.tw/Hotel_Review-g293916-d8404422-Reviews-Vince_Hotel-Bangkok.html, https://www.tripadvisor.com.tw/Hotel_Review-g293916-d593859-Reviews-Centre_Point_Hotel_Pratunam-Bangkok.html, https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d668803-Reviews-Hotel_Riverview_Taipei-Wanhua_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d455561-Reviews-Cosmos_Hotel_Taipei-Zhongzheng_District_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g293916-d3793253-Reviews-Centara_Watergate_Pavillion_Hotel_Bangkok-Bangkok.html, https://www.tripadvisor.com.tw/Hotel_Review-g635527-d1485478-Reviews-Hard_Rock_Hotel_Penang-Batu_Ferringhi_Penang_Island_Penang.html, https://www.tripadvisor.com.tw/Hotel_Review-g297463-d1127849-Reviews-Holiday_Inn_Express_Chengdu_Gulou-Chengdu_Sichuan.html, https://www.tripadvisor.com.tw/Hotel_Review-g293924-d3316351-Reviews-Lan_Vien_Hotel_Hanoi-Hanoi.html, https://www.tripadvisor.com.tw/Hotel_Review-g293925-d12138688-Reviews-A_EM_Signature_hotel-Ho_Chi_Minh_City.html, https://www.tripadvisor.com.tw/Hotel_Review-g293917-d539542-Reviews-Duangtawan_Hotel_Chiang_Mai-Chiang_Mai.html"
pcdog,https://www.tripadvisor.com.tw/Profile/pcdog,"https://www.tripadvisor.com.tw/Hotel_Review-g293940-d1838831-Reviews-Plantation_urban_resort_spa-Phnom_Penh.html, https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d668803-Reviews-Hotel_Riverview_Taipei-Wanhua_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g298507-d300328-Reviews-Hotel_Saint_Petersburg-St_Petersburg_Northwestern_District.html, https://www.tripadvisor.com.tw/Hotel_Review-g294197-d7647148-Reviews-Loisir_Hotel_Seoul_Myeongdong-Seoul.html, https://www.tripadvisor.com.tw/Hotel_Review-g664891-d2066995-Reviews-Galaxy_Hotel-Macau.html, https://www.tripadvisor.com.tw/Hotel_Review-g664891-d7807508-Reviews-Broadway_Hotel-Macau.html, https://www.tripadvisor.com.tw/Hotel_Review-g14210285-d585220-Reviews-Vessel_Hotel_Ishigaki_Island-Ishigaki_jima_Ishigaki_Okinawa_Prefecture.html, https://www.tripadvisor.com.tw/Hotel_Review-g13792757-d6224403-Reviews-Moon_Lake_Hotel-Central_District_Taichung.html, https://www.tripadvisor.com.tw/Hotel_Review-g298303-d6583893-Reviews-Royale_Chulan_Penang-George_Town_Penang_Island_Penang.html, https://www.tripadvisor.com.tw/Hotel_Review-g1096277-d7289336-Reviews-Adya_Hotel_Langkawi-Kuah_Langkawi_Langkawi_District_Kedah.html, https://www.tripadvisor.com.tw/Hotel_Review-g297884-d7178653-Reviews-Benikea_Premier_Marianne_Hotel-Busan.html, https://www.tripadvisor.com.tw/Hotel_Review-g8840010-d2245647-Reviews-Xiangding_B_B-Ludao_Taitung.html, https://www.tripadvisor.com.tw/Hotel_Review-g13808513-d1958410-Reviews-La_Hotel_Baseball_Theme_Hall-Xinxing_Kaohsiung.html, https://www.tripadvisor.com.tw/Hotel_Review-g294264-d627293-Reviews-Siloso_Beach_Resort_Sentosa-Sentosa_Island.html, https://www.tripadvisor.com.tw/Hotel_Review-g294265-d2340601-Reviews-Bay_Hotel_Singapore-Singapore.html"
李昀修,https://www.tripadvisor.com.tw/Profile/yunxiu,
waiemil,https://www.tripadvisor.com.tw/Profile/waiemil,
Jamesng222,https://www.tripadvisor.com.tw/Profile/Jamesng222,https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d668803-Reviews-Hotel_Riverview_Taipei-Wanhua_Taipei.html
Jose K,https://www.tripadvisor.com.tw/Profile/josek437,"https://www.tripadvisor.com.tw/Hotel_Review-g295366-d1718989-Reviews-Camino_Real_Antigua-Antigua_Sacatepequez_Department.html, https://www.tripadvisor.com.tw/Hotel_Review-g13806879-d1743019-Reviews-Reedon_Boutique_Hotel-Shilin_Taipei.html"
csyang c,https://www.tripadvisor.com.tw/Profile/csyangc,https://www.tripadvisor.com.tw/Hotel_Review-g13806879-d1743019-Reviews-Reedon_Boutique_Hotel-Shilin_Taipei.html
Cheryl_Hisokihisoka,https://www.tripadvisor.com.tw/Profile/Cheryl_Hisokihisoka,"https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d11651293-Reviews-Hotel_Relax_5-Zhongzheng_District_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g13806737-d2247571-Reviews-Xingyuan-Manzhou_Pingtung.html, https://www.tripadvisor.com.tw/Hotel_Review-g13806822-d7985056-Reviews-Villa_Relax-Ren_ai_Township_Nantou.html, https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d1372927-Reviews-YoMi_Hotel-Zhongshan_District_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g13806634-d2246408-Reviews-King_13-Hualien_City_Hualien.html, https://www.tripadvisor.com.tw/Hotel_Review-g13806846-d9554601-Reviews-Kindness_Hotel_Kaohsiung_Jue_Ming-Sanmin_Kaohsiung.html, https://www.tripadvisor.com.tw/Hotel_Review-g13806910-d1309720-Reviews-Yes_Hotel-Taitung_City_Taitung.html, https://www.tripadvisor.com.tw/Hotel_Review-g13806805-d4289604-Reviews-Jia_s_inn_Liouhe-Qianjin_Kaohsiung.html, https://www.tripadvisor.com.tw/Hotel_Review-g13806879-d1743019-Reviews-Reedon_Boutique_Hotel-Shilin_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g1066457-d1486406-Reviews-Tokyo_Plaza_Hotel-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html, https://www.tripadvisor.com.tw/Hotel_Review-g1066457-d658576-Reviews-Hotel_Sunroute_Higashi_Shinjuku-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html, https://www.tripadvisor.com.tw/Hotel_Review-g14127623-d734913-Reviews-Osaka_Fujiya_Hotel-Chuo_Osaka_Osaka_Prefecture_Kinki.html, https://www.tripadvisor.com.tw/Hotel_Review-g1066457-d2258786-Reviews-Shin_Okubo_International_Hotel-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html, https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d3134481-Reviews-Via_Hotel-Wanhua_Taipei.html"
Bzh W,https://www.tripadvisor.com.tw/Profile/BzhW1,"https://www.tripadvisor.com.tw/Hotel_Review-g13811269-d12902456-Reviews-Share_House_44-Da_an_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g13806900-d4176084-Reviews-Simple_Hotel-Songshan_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g13806900-d2153372-Reviews-NK_Hostel-Songshan_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d12522137-Reviews-K_Hotels_Taipei_Chang_An-Zhongshan_District_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g13808397-d308615-Reviews-Hotel_National-West_District_Taichung.html, https://www.tripadvisor.com.tw/Hotel_Review-g13806879-d1760084-Reviews-Beauty_Hotels_Taipei_Beautique-Shilin_Taipei.html"
Christine K,https://www.tripadvisor.com.tw/Profile/christinekhor,"https://www.tripadvisor.com.tw/Hotel_Review-g297698-d304528-Reviews-The_Westin_Resort_Nusa_Dua_Bali-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html, https://www.tripadvisor.com.tw/Hotel_Review-g293916-d11868316-Reviews-The_Posh_Phaya_Thai-Bangkok.html, https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d12030445-Reviews-101_S_Hotel-Wanhua_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g255060-d256659-Reviews-The_Westin_Sydney-Sydney_New_South_Wales.html, https://www.tripadvisor.com.tw/Hotel_Review-g13808534-d1444084-Reviews-The_Hung_s_Mansion-Xitun_Taichung.html, https://www.tripadvisor.com.tw/Hotel_Review-g13806879-d1743019-Reviews-Reedon_Boutique_Hotel-Shilin_Taipei.html"
路遙遙,https://www.tripadvisor.com.tw/Profile/BackPacker808472,
Wawa,https://www.tripadvisor.com.tw/Profile/wwawaa,"https://www.tripadvisor.com.tw/Hotel_Review-g308272-d14111510-Reviews-Bulgari_Hotel_Shanghai-Shanghai.html, https://www.tripadvisor.com.tw/Hotel_Review-g13806879-d15855159-Reviews-THE_Tango_Taipei_Jian_Tan-Shilin_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d6931599-Reviews-I_m_Inn_Taipei-Zhongshan_District_Taipei.html"
cksbmaya,https://www.tripadvisor.com.tw/Profile/cksbmaya,"https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d3862269-Reviews-Orange_Hotel_Ximen_Taipei-Wanhua_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d545804-Reviews-East_Dragon_Hotel-Wanhua_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d545809-Reviews-Green_World_Hotel_Sansui-Zhongshan_District_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g13808515-d1893814-Reviews-AT_Boutique_Hotel-Xinyi_District_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g293919-d7963197-Reviews-Arabella_Villas_Pattaya-Pattaya_Chonburi_Province.html, https://www.tripadvisor.com.tw/Hotel_Review-g13808534-d7185866-Reviews-La_Vida_Hotel-Xitun_Taichung.html, https://www.tripadvisor.com.tw/Hotel_Review-g1507054-d478502-Reviews-Pakasai_Resort-Ao_Nang_Krabi_Town_Krabi_Province.html"
GinniHuang,https://www.tripadvisor.com.tw/Profile/GinniHuang,https://www.tripadvisor.com.tw/Hotel_Review-g13808534-d15632315-Reviews-Fairfield_by_Marriott_Taichung-Xitun_Taichung.html
Rcccc,https://www.tripadvisor.com.tw/Profile/Rcccc,"https://www.tripadvisor.com.tw/Hotel_Review-g297415-d14026278-Reviews-Langyu_Apartment_Hotel-Shenzhen_Guangdong.html, https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d7197113-Reviews-So_Sweet_3S_Hostel_Dormitory-Zhongzheng_District_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g13792389-d10161318-Reviews-Applause_in_the_Mountain-Alishan_Chiayi_County.html, https://www.tripadvisor.com.tw/Hotel_Review-g13792460-d621526-Reviews-Taipung_Suites-Anping_Tainan.html, https://www.tripadvisor.com.tw/Hotel_Review-g13808513-d2073636-Reviews-Kung_Shang_Design_Hotel-Xinxing_Kaohsiung.html, https://www.tripadvisor.com.tw/Hotel_Review-g298153-d1082394-Reviews-Otaru_Asari_Classe_Hotel-Otaru_Hokkaido.html, https://www.tripadvisor.com.tw/Hotel_Review-g651651-d1119385-Reviews-Abashiri_Kanko_Hotel-Abashiri_Hokkaido.html, https://www.tripadvisor.com.tw/Hotel_Review-g1497917-d610856-Reviews-Cameron_Highlands_Resort-Tanah_Rata_Cameron_Highlands_Pahang.html, https://www.tripadvisor.com.tw/Hotel_Review-g294197-d7289688-Reviews-K_POP_HOTEL_Seoul_Tower-Seoul.html, https://www.tripadvisor.com.tw/Hotel_Review-g14127623-d1084500-Reviews-New_Osaka_Hotel_Shinsaibashi-Chuo_Osaka_Osaka_Prefecture_Kinki.html, https://www.tripadvisor.com.tw/Hotel_Review-g13808400-d2430733-Reviews-Fude_Lime_Hotel-West_Central_District_Tainan.html, https://www.tripadvisor.com.tw/Hotel_Review-g13806910-d8344005-Reviews-Minsuku_B_B-Taitung_City_Taitung.html"
iamche26,https://www.tripadvisor.com.tw/Profile/iamche26,
Barefoot_Journey,https://www.tripadvisor.com.tw/Profile/Noonie3008,
Michelle,https://www.tripadvisor.com.tw/Profile/michellepws,
Space Bear,https://www.tripadvisor.com.tw/Profile/spacebearchilling,
nataliemum,https://www.tripadvisor.com.tw/Profile/nataliemum,"https://www.tripadvisor.com.tw/Hotel_Review-g294197-d4134726-Reviews-Ibis_Ambassador_Seoul_Insadong-Seoul.html, https://www.tripadvisor.com.tw/Hotel_Review-g297892-d4816673-Reviews-Jeju_Ocean_Palace_Hotel-Seogwipo_Jeju_Island.html, https://www.tripadvisor.com.tw/Hotel_Review-g13806620-d6217411-Reviews-Summer_X_Genial_Hotel_I-Hengchun_Pingtung.html, https://www.tripadvisor.com.tw/Hotel_Review-g297413-d6022003-Reviews-Huasidun_International_Hotel-Huizhou_Guangdong.html, https://www.tripadvisor.com.tw/Hotel_Review-g13806620-d3190732-Reviews-Meet_Kenting_B_B-Hengchun_Pingtung.html, https://www.tripadvisor.com.tw/Hotel_Review-g13806620-d8726087-Reviews-Check_In_Hotel-Hengchun_Pingtung.html, https://www.tripadvisor.com.tw/Hotel_Review-g297884-d2330604-Reviews-Ibis_Ambassador_Busan_City_Centre-Busan.html, https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d10205188-Reviews-Taipei_Mosha_Hotel_Main_Station-Zhongzheng_District_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g13808475-d8400795-Reviews-Platinum_Hotel-Xindian_New_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d9741450-Reviews-RE_Change_Hotel-Zhongzheng_District_Taipei.html"
Catherine Lee,https://www.tripadvisor.com.tw/Profile/CatherineL4280,https://www.tripadvisor.com.tw/Hotel_Review-g13806427-d7395723-Reviews-Hotel_Royal_Beitou-Beitou_Taipei.html
林育正,https://www.tripadvisor.com.tw/Profile/Coastal807227,
Jass,https://www.tripadvisor.com.tw/Profile/Jass5320,"https://www.tripadvisor.com.tw/Hotel_Review-g298278-d15827792-Reviews-Capri_by_Fraser_Johor_Bahru_Malaysia-Johor_Bahru_Johor_Bahru_District_Johor.html, https://www.tripadvisor.com.tw/Hotel_Review-g13806427-d7395723-Reviews-Hotel_Royal_Beitou-Beitou_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g298278-d15827792-Reviews-Capri_by_Fraser_Johor_Bahru_Malaysia-Johor_Bahru_Johor_Bahru_District_Johor.html, https://www.tripadvisor.com.tw/Hotel_Review-g4564007-d1944738-Reviews-Tunamaya_Beach_Spa_Resort_Desaru_Coast-Bandar_Penawar_Kota_Tinggi_District_Johor.html, https://www.tripadvisor.com.tw/Hotel_Review-g294197-d4884030-Reviews-Moons_Hostel_Myeongdong-Seoul.html, https://www.tripadvisor.com.tw/Hotel_Review-g297930-d729556-Reviews-Baipho_Boutique_Residence_Phuket-Patong_Kathu_Phuket.html"
Annie Lay,https://www.tripadvisor.com.tw/Profile/AnnieLay,https://www.tripadvisor.com.tw/Hotel_Review-g13806427-d7395723-Reviews-Hotel_Royal_Beitou-Beitou_Taipei.html
123,https://www.tripadvisor.com.tw/Profile/Kuolung888,https://www.tripadvisor.com.tw/Hotel_Review-g13806427-d7395723-Reviews-Hotel_Royal_Beitou-Beitou_Taipei.html
KEVIN YANG,https://www.tripadvisor.com.tw/Profile/kevin930043,"https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d7840139-Reviews-Taipei_Marriott_Hotel-Zhongshan_District_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g13806910-d7595856-Reviews-Sheraton_Taitung_Hotel-Taitung_City_Taitung.html, https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d15632350-Reviews-Courtyard_by_Marriott_Taipei_Downtown-Zhongshan_District_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d15632350-Reviews-Courtyard_by_Marriott_Taipei_Downtown-Zhongshan_District_Taipei.html"
Pulmbubble,https://www.tripadvisor.com.tw/Profile/sar77107,
NancyC,https://www.tripadvisor.com.tw/Profile/Q1461FNnancyc,
Hsiang-Yun C,https://www.tripadvisor.com.tw/Profile/Connector697024,"https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d7840139-Reviews-Taipei_Marriott_Hotel-Zhongshan_District_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d7840139-Reviews-Taipei_Marriott_Hotel-Zhongshan_District_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g189917-d649800-Reviews-Hotel_Inari-Inari_Lapland.html"
F.S.Taipei,https://www.tripadvisor.com.tw/Profile/FSTaipei,"https://www.tripadvisor.com.tw/Hotel_Review-g13811269-d16766127-Reviews-Kimpton_Da_An_Hotel-Da_an_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g13811269-d16766127-Reviews-Kimpton_Da_An_Hotel-Da_an_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g13811269-d16766127-Reviews-Kimpton_Da_An_Hotel-Da_an_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d7840139-Reviews-Taipei_Marriott_Hotel-Zhongshan_District_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d306446-Reviews-Grand_Hotel_Taipei-Zhongshan_District_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g13792475-d14010926-Reviews-Hilton_Taipei_Sinban-Banqiao_New_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g13806879-d15019649-Reviews-Renaissance_Taipei_Shihlin_Hotel-Shilin_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g13806676-d14960366-Reviews-Four_Points_by_Sheraton_Linkou-Linkou_New_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g13806427-d11978011-Reviews-Aloft_Taipei_Beitou-Beitou_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g13808651-d301806-Reviews-RSL_Hotel_Taipei_Zhonghe-Zhonghe_New_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g13808605-d12072101-Reviews-The_Walden_Hotel_Yilan-Yilan_City_Yilan.html, https://www.tripadvisor.com.tw/Hotel_Review-g13806900-d12123187-Reviews-S_Hotel_Taipei-Songshan_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d3371409-Reviews-The_Okura_Prestige_Taipei-Zhongshan_District_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g13806457-d7008028-Reviews-The_Westin_Tashee_Resort_Taoyuan-Daxi_Taoyuan.html, https://www.tripadvisor.com.tw/Hotel_Review-g13808515-d1877829-Reviews-Le_Meridien_Taipei-Xinyi_District_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g13792475-d12416174-Reviews-Caesar_Park_Hotel_Banqiao-Banqiao_New_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g13808634-d12442873-Reviews-The_Westin_Yilan_Resort-Yuanshan_Yilan.html, https://www.tripadvisor.com.tw/Hotel_Review-g13806674-d306398-Reviews-85_Sky_Tower_Hotel-Lingya_Kaohsiung.html, https://www.tripadvisor.com.tw/Hotel_Review-g13811269-d302103-Reviews-Shangri_La_s_Far_Eastern_Plaza_Hotel_Taipei-Da_an_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g13806427-d11978011-Reviews-Aloft_Taipei_Beitou-Beitou_Taipei.html"
kjc,https://www.tripadvisor.com.tw/Profile/yhn55566,https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d6931589-Reviews-Fun_Inn_Taipei-Zhongzheng_District_Taipei.html
lin,https://www.tripadvisor.com.tw/Profile/lin5460,https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d6931589-Reviews-Fun_Inn_Taipei-Zhongzheng_District_Taipei.html
Jason,https://www.tripadvisor.com.tw/Profile/rock09930,https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d6931589-Reviews-Fun_Inn_Taipei-Zhongzheng_District_Taipei.html
雅琴 廖,https://www.tripadvisor.com.tw/Profile/ntnuliao,
神奇的Black Jack,https://www.tripadvisor.com.tw/Profile/yenlin0702,https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d6931589-Reviews-Fun_Inn_Taipei-Zhongzheng_District_Taipei.html
Lulu Wu,https://www.tripadvisor.com.tw/Profile/LuluW188,https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d10161540-Reviews-Grand_Mayfull_Hotel_Taipei-Zhongshan_District_Taipei.html
Steven,https://www.tripadvisor.com.tw/Profile/huahsiung66,
S_Man,https://www.tripadvisor.com.tw/Profile/S_ManHK,
Cherie Li,https://www.tripadvisor.com.tw/Profile/CheCheLi,https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d10161540-Reviews-Grand_Mayfull_Hotel_Taipei-Zhongshan_District_Taipei.html
Shawn,https://www.tripadvisor.com.tw/Profile/Dont_thimk,
fionw161,https://www.tripadvisor.com.tw/Profile/fionw161,
LUA31044,https://www.tripadvisor.com.tw/Profile/LUA31044,
low913490,https://www.tripadvisor.com.tw/Profile/low913490,https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d8787745-Reviews-Click_Hotel_Ximending_Branch-Wanhua_Taipei.html
Forrest03,https://www.tripadvisor.com.tw/Profile/Forrest03,
Tai,https://www.tripadvisor.com.tw/Profile/TaiJai0707,https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d8787745-Reviews-Click_Hotel_Ximending_Branch-Wanhua_Taipei.html
vincentc384,https://www.tripadvisor.com.tw/Profile/vincentc384,
Krystalching,https://www.tripadvisor.com.tw/Profile/krystalching,"https://www.tripadvisor.com.tw/Hotel_Review-g13806451-d1797213-Reviews-Palais_de_Chine_Hotel-Datong_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d301805-Reviews-Sheraton_Grand_Taipei_Hotel-Zhongzheng_District_Taipei.html"
Steve K,https://www.tripadvisor.com.tw/Profile/B9045EXstevek,"https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d301805-Reviews-Sheraton_Grand_Taipei_Hotel-Zhongzheng_District_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g13806753-d9723470-Reviews-Courtyard_Taipei-Nangang_Taipei.html, https://www.tripadvisor.com.tw/Hotel_Review-g34515-d120202-Reviews-Orlando_World_Center_Marriott-Orlando_Florida.html, https://www.tripadvisor.com.tw/Hotel_Review-g308272-d1468085-Reviews-InterContinental_Shanghai_Jing_An-Shanghai.html, https://www.tripadvisor.com.tw/Hotel_Review-g293916-d304495-Reviews-The_Westin_Grande_Sukhumvit_Bangkok-Bangkok.html, https://www.tripadvisor.com.tw/Hotel_Review-g28970-d498950-Reviews-Residence_Inn_Washington_DC_Capitol-Washington_DC_District_of_Columbia.html, https://www.tripadvisor.com.tw/Hotel_Review-g30226-d259633-Reviews-Residence_Inn_Alexandria_Old_Town_Duke_Street-Alexandria_Virginia.html, https://www.tripadvisor.com.tw/Hotel_Review-g298555-d299741-Reviews-China_Hotel-Guangzhou_Guangdong.html, https://www.tripadvisor.com.tw/Hotel_Review-g308272-d575893-Reviews-Radisson_Blu_Hotel_Shanghai_New_World-Shanghai.html, https://www.tripadvisor.com.tw/Hotel_Review-g33986-d85945-Reviews-Residence_Inn_Hartford_Windsor-Windsor_Connecticut.html, https://www.tripadvisor.com.tw/Hotel_Review-g155035-d183765-Reviews-Delta_Hotels_by_Marriott_Sherbrooke_Conference_Center-Sherbrooke_Quebec.html, https://www.tripadvisor.com.tw/Hotel_Review-g2500756-d9452599-Reviews-Courtyard_Montreal_West_Island_Baie_D_Urfe-Baie_D_Urfe_Quebec.html, https://www.tripadvisor.com.tw/Hotel_Review-g294207-d1456444-Reviews-Radisson_Blu_Hotel_Nairobi_Upper_Hill-Nairobi.html, https://www.tripadvisor.com.tw/Hotel_Review-g60763-d3613090-Reviews-Fairfield_Inn_Suites_New_York_Midtown_Manhattan_Penn_Station-New_York_City_New_York.html, https://www.tripadvisor.com.tw/Hotel_Review-g41477-d10675196-Reviews-Residence_Inn_Boston_Bridgewater-Bridgewater_Massachusetts.html, https://www.tripadvisor.com.tw/Hotel_Review-g188590-d3671052-Reviews-Excellent_Rooms-Amsterdam_North_Holland_Province.html, https://www.tripadvisor.com.tw/Hotel_Review-g294191-d305963-Reviews-PARKROYAL_Yangon-Yangon_Rangoon_Yangon_Region.html, https://www.tripadvisor.com.tw/Hotel_Review-g312595-d300681-Reviews-Hilton_Durban-Durban_KwaZulu_Natal.html, https://www.tripadvisor.com.tw/Hotel_Review-g294229-d5288357-Reviews-DoubleTree_by_Hilton_Hotel_Jakarta_Diponegoro-Jakarta_Java.html, https://www.tripadvisor.com.tw/Hotel_Review-g34515-d85452-Reviews-Doubletree_by_Hilton_Orlando_at_SeaWorld-Orlando_Florida.html"
TripAdvisor 會員,https://www.tripadvisor.com.tw,
wang2383,https://www.tripadvisor.com.tw/Profile/wang2383,
Meowstef,https://www.tripadvisor.com.tw/Profile/Meowstef,
twinstar111,https://www.tripadvisor.com.tw/Profile/twinstar111,
petitetraveller,https://www.tripadvisor.com.tw/Profile/petitetravellerr,
